Sequence Number	Deposit	Latitude	Longitude	MILSREF	MRDSREC	Orange Number
CH1294	Boulder Creek Deposit (Little Boulder Creek Deposit; Baker Lake Deposit; White Clouds)	44.0519	-114.5614	160370455	W014426	994
CH1295	White Clouds	44.045	-114.5842	160370717	N/A	995
CH1296	Stanley Lake Creek Placer	44.2344	-115.0739	N/A	N/A	N/A
CH1298	Stanley Lake Creek Placer	44.2508	-115.04	N/A	N/A	N/A
CH1299	Stanley Lake Creek Placer	44.2192	-115.1006	N/A	N/A	N/A
CH1302	Elk Creek Placer	44.2356	-115.1394	N/A	N/A	748
CH1303	Elk Creek Placer	44.2644	-115.1056	N/A	N/A	748
CH1304	Meadow Creek Placer	44.3025	-115.1025	N/A	N/A	747
CH1305	Trap Creek Placer	44.2933	-115.1578	N/A	N/A	N/A
CH1306	Trap Creek Placer	44.3133	-115.1267	N/A	N/A	N/A
CH1307	Trap Creek Placer	44.3261	-115.1039	N/A	N/A	N/A
CH1309	Black Prospect	44.3178	-115.1547	N/A	N/A	N/A
CH1310	Flat Creek Placer	44.3311	-115.1225	N/A	N/A	N/A
CH1311	Ida Prospect	44.33	-115.1975	N/A	N/A	N/A
CH1312	Blue Jay Prospect	44.3392	-115.1842	N/A	N/A	N/A
CH1313	Swamp Creek Placer (Cape Horn Claims)	44.3542	-115.1417	N/A	N/A	N/A
CH1314	Thatcher Creek Placer	44.3622	-115.1528	N/A	N/A	N/A
CH1315	Bench Creek Placer (Bull Trout Group)	44.3072	-115.2058	N/A	N/A	N/A
CH1316	Cape Horn Creek Placer (Wandering Girl; Cape Horn; Old Cape Horn; Mountain Gem; Banner; Deer Lick; Junction)	44.3656	-115.1928	N/A	N/A	N/A
DU 418	Benchmark Prospect	44.4258	-113.9514	160370457	N/A	356
DU 419	Mahogany Hill	44.4086	-113.9056	160370458	N/A	357
DU 420	Grouse Creek Lake (Goose Lake)	44.3939	-113.9539	160370460	N/A	358
DU 421	Hilltop 1, 2, 3, 4	44.2875	-113.9792	160370634	N/A	387
DU 423	Mt. Borah Prospect (Khedive Mine; Charles Mellin Property; Morning Star Group; Indian Chief; Eagle Nest; Ben Lyon Prospect)	44.1636	-113.8231	160370646	N/A	388
DU 424	Cavity No. 4	44.1494	-113.8275	N/A	N/A	N/A
DU 426	Snowshoe	44.0706	-113.7644	160370995	N/A	N/A
DU 427	Unnamed prospect	44.0589	-113.7408	160371002	N/A	N/A
DU 428	Unnamed prospect	44.0531	-113.7569	160371001	N/A	N/A
DU 430	Unnamed prospect	44.0422	-113.7628	160370999	N/A	N/A
DU 431	Prichett	44.0425	-113.7464	160370464	N/A	392
DU 432	Unnamed prospect	44.0381	-113.7569	160371000	N/A	N/A
DU 433	Upper Cedar Creek (North Star; Red Oxide)	44.0136	-113.6633	160371003	N/A	N/A
DU 434	Cedar Post	44.0078	-113.6567	N/A	N/A	N/A
DU 435	Limestone Quarry	44.1419	-113.5422	N/A	N/A	N/A
DU 436	Massacre Mountain	44.0981	-113.5214	160590998	N/A	393
DU 437	Orion	44.0881	-113.4983	160370994	N/A	N/A
DU 438	Kranovich	44.0142	-113.5114	160370997	N/A	N/A
HA 139	Prospect	43.9986	-114.6994	160370718	W013729	57
HA 140	Fraction Claim	43.9997	-114.6367	160370721	W013615	69
HA 142	Floor Prospect	43.9961	-114.665	160370083	W013824	62
HA 143	85 NW Claim	43.9967	-114.6544	160370683	W013617	58
HA 144	Germania and Arctic Group Mine (Idaho Germania)	43.9947	-114.6561	160370737	W013632	523
HA 145	Knob Prospect	43.9931	-114.66	160370295	W013723	63
HA 146	Croesus Lode Prospect	43.9958	-114.6514	160370686	W013613	61
HA 147	West Croesus Prospect (Fuller and Baker)	43.9944	-114.6522	160370456	W013724	64
HA 148	Wild Cat Prospect	43.9931	-114.6514	160370719	W013725	65
HA 149	Empyreum Claim	43.9969	-114.6453	160370417	W013608	66
HA 150	Idahoan and Old Bible Back Mines (Bible Back)	43.9983	-114.64	160370685	W013614	59
HA 151	Rock Slide No. 1 Prospect (Emerald)	43.9989	-114.6361	160370684	W013616	60
HA 152	South Bible Back Prospect	43.9964	-114.6383	160370720	W013727	67
HA 153	Alice Prospect	43.9947	-114.6378	160370610	W013726	68
HA 154	Germania Creek Placer	43.9833	-114.6081	160370722	W013774	70
HA 156	Carie Ly Prospect	43.9669	-114.6817	160370723	W013722	72
HA 157	Black Bear Prospect	43.9636	-114.6964	160370724	W013721	73
HA 159	Hi Bobby Prospect	43.9558	-114.7144	160370239	W013720	74
HA 160	Happy Go Lucky Prospect	43.9553	-114.6622	160370725	W013719	75
HA 161	Washington Prospect	43.9517	-114.6681	160370726	W013823	78
HA 162	Pole Prospect	43.9486	-114.6797	160370688	W013612	77
HA 164	Pole 16 Claim Prospect (Old Grand Prize)	43.9422	-114.6692	160370687	W013610	614
HA 165	Silver Cloud-Nelson Prospect	43.9322	-114.7164	160370039	W013821	81
HA 166	Rainbow Group Prospect	43.9292	-114.7017	160370038	W013718	82
HA 167	Peace of Mine Group Prospect	43.9294	-114.6958	160370606	W013611	83
HA 168	Darlin Group	43.9306	-114.6575	160370689	W013609	903
HA 175	Deer Mine	43.9186	-114.6472	160370041	W013733	87
HA 176	Wednesday Prospect	43.9117	-114.6347	160370727	W013734	119
HA 180	Lucky Anti Group	43.9072	-114.6336	160130403	W013735	90
HA 188	Lucy Group Prospect	43.8989	-114.6214	160370044	W013627	96
HA 190	Last Chance Prospect	43.8933	-114.6044	160130366	W013746	98
HA 238	Squib Canyon Pass	43.8881	-114.2986	160370643	N/A	527
HA 244	Long Trail Prospect	43.8711	-114.2697	160370099	N/A	526
HA 245	Unnamed prospect	43.8686	-114.2692	N/A	N/A	533
HA 246	Lucky Strike Prospect	43.8675	-114.2714	160370635	N/A	532
HA 247	Alta Silver Quartz Group (Alto Silver-Quartz Group)	43.8669	-114.2747	160370674	N/A	531
HA 248	Unnamed prospect	43.8656	-114.2706	N/A	N/A	539
HA 249	Purple Spar Prospect (Twin Claims; Little Falls Creek Prospect)	43.8661	-114.2597	160370075	D006773	534
HA 252	Walton Moly (Anda Group)	43.8603	-114.2583	160370650	N/A	536
HA 253	Alta Silver Group (West Fork Prospect; Alto Silver Group)	43.8578	-114.2722	160370037	N/A	585
HA 254	Star No. 1 Prospect	43.8567	-114.2678	160370631	N/A	541
HA 255	Black Rock Prospect	43.87	-114.2458	160370732	N/A	537
HA 257	Big Falls Creek Deposit (White Elephant Group; Giant Quartz No. 1)	43.8592	-114.2356	160370005	W013647	550
HA 258	Little Falls Creek Deposit (White Elephant Group; Dewey)	43.8525	-114.25	N/A	W013644	548
HA 259	Phi Kappa Mine	43.8464	-114.2033	160370017	W013643	563
HA 261	Basin Group Prospect (Alta Copper)	43.8419	-114.2572	160370734	W013829	549
HA 262	Big Joe and Lost Summer Group (White Mountain Claim)	43.8367	-114.2356	160370651	N/A	561
HA 784	Imogene Lake Prospect	43.9869	-114.9558	160370729	W019357	408
HA 815	Stibnite Prospect	43.9428	-114.7578	160370040	W013717	500
HA1005	Warm Springs Group Prospect	43.9847	-114.4797	160370047	W013763	472
HA1006	Blue Buoy Prospect	43.9842	-114.4958	160370046	W013762	471
HA1009	Falling Star Group (Falling Star-West Pass Group)	43.9186	-114.4394	160370728	W013634	475
HA1011	John Crist Prospect	43.9128	-114.4603	160370632	N/A	478
HA1079	Sweets Park Canyon (Urexco Prospect)	43.9431	-114.2622	160370655	W013834	480
HA1081	Get Set, Ready, Go, and Mini Group (Bartlett Creek Prospect)	43.9181	-114.1736	N/A	N/A	485
HA1082	Tossie 1 & 2	43.8947	-114.0914	160370676	N/A	483
HA1083	Dewey Property	43.8539	-114.1539	160370100	N/A	575
HA1084	Lodgepole Claims	43.8422	-114.1394	160370637	N/A	901
HA1087	Silver Dew Prospect	43.8233	-114.2047	160370080	N/A	564
HA1088	Quanta Group (Lodgepole Group)	43.8242	-114.1714	160370081	N/A	574
HA1090	Boulder Creek Adit	43.8244	-114.1058	160370628	N/A	578
HA1091	Pine Mouse Deposit (Wildhorse Mine)	43.8122	-114.1036	160370739	W013646	568
HA1092	Beaver Deposit (Wildhorse Mine)	43.7958	-114.0933	160370012	FS00415	569
HA1093	Steep Climb (Wildhorse Mine)	43.7864	-114.1019	160370012	FS00412	570
HA1094	Norex Group	43.7792	-114.1128	160370735	N/A	571
HA1095	Hard To Find (Wildhorse)	43.7711	-114.0894	160370012	FS00413	573
HA1096	Sir Rocko	43.7656	-114.1153	160370649	N/A	572
HA1097	Biju, Topsey, and Hi Note Groups	43.7564	-114.0925	160370735	N/A	571
HA1098	Red Jack Prospect	43.7489	-114.0794	160130190	N/A	616
IF   1	Louis Aussick Mine	43.9825	-113.6106	160370642	N/A	1
IF   3	Navarre Creek	43.9111	-113.7578	N/A	N/A	2
IF   4	Pass Creek	43.9361	-113.4503	160370996	N/A	144
IF   9	Doughboy Mine (Veteran)	43.9131	-113.7	160370049	N/A	5
IF  10	Kenneth Wayne (Windy Devil)	43.9061	-113.6881	160370051	N/A	6
IF  11	Mackay Area Lead-Zinc-Copper (Empire)	43.9064	-113.6072	160370645	N/A	193
IF  12	Silver King Group (Granite)	43.9033	-113.6811	160370946	FS00416	17
IF  13	Black Daisy (Kennedy Lead Mine; Keenan-Kennedy)	43.9011	-113.7008	160370741	W015696	8
IF  14	Unnamed location	43.8975	-113.7347	160370095	N/A	34
IF  16	Horseshoe Mine	43.8978	-113.6897	160370024	W015691	9
IF  17	Tiger Group Mine	43.895	-113.6781	160370742	W015711	10
IF  18	Blue Bird Mine (Easlie Group Mine)	43.8989	-113.6783	160370605	W015687	11
IF  19	White Knob Mine	43.8917	-113.6792	160370548	W015694	12
IF  20	Empire Mine (Idaho Metals Co.; White; Cossack Tunnel; Idaho Alta Drive; Copper Bullion; Alberta; Darlington Shaft)	43.8919	-113.6706	160370019	W015690	13
IF  21	Cossack Tunnel (Empire Mine)	43.8925	-113.6597	N/A	N/A	13
IF  23	Copper Queen Mine (Homestake)	43.8861	-113.7222	160370018	W015650	33
IF  24	Silver and Lead Bell (Hanni Mine)	43.8831	-113.7108	160370020	W015654	32
IF  25	Darlington Shaft (Empire Mine)	43.8828	-113.6742	N/A	N/A	16
IF  26	Saddle Magnetite Prospect (Ausich-Barton)	43.8811	-113.6747	160370743	W015697	14
IF  27	Grand Prize Mine	43.8772	-113.6758	160370010	W015699	18
IF  28	Phoenix Mine	43.8722	-113.7233	160370021	W015692	31
IF  29	Mammoth (Mildred)	43.8708	-113.7136	160370746	N/A	30
IF  30	Red Sky	43.8686	-113.7031	160370937	N/A	3
IF  31	One and Only One	43.8703	-113.6747	160370004	N/A	20
IF  32	Vaught Prospect	43.8722	-113.6694	160370022	W015651	19
IF  33	Houston Clay Occurrence	43.8717	-113.5806	160370749	W015702	142
IF  36	Champion Group	43.8606	-113.6717	160370604	FS00419	21
IF  37	Harryaune Prospect (Harry Aune)	43.8531	-113.6811	160370092	W015700	23
IF  38	Puzzler Prospect	43.8528	-113.6747	160370093	W015698	197
IF  40	Royal Ruby Silver	43.8489	-113.7175	160370089	N/A	27
IF  41	George Washington Nos. 1-4	43.8492	-113.7075	160370090	FS00420	26
IF  45	Unnamed prospect	43.8075	-113.9769	160370910	N/A	35
IF  46	Ajax Group	43.8094	-113.9658	160370911	N/A	36
IF  47	Copper Basin Mine (Reed & Davidson; Mackay Standard)	43.8081	-113.815	160370611	W015689	37
IF  48	Anderson Property	43.8014	-113.8236	160370909	N/A	38
IF  49	Rosenkranze Property	43.7989	-113.8175	160370747	N/A	39
IF  54	Unnamed prospect	43.7619	-113.8653	N/A	N/A	41
IF  56	Copper Basin Knob Adit	43.7467	-113.8586	160370675	N/A	42
IF  57	Upper Lake Creek	43.7306	-113.8272	160370043	N/A	43
IF  58	Gamebet Claim Group	43.7119	-113.9361	160370905	D006781	192
IF  59	Mackinaw Group	43.7061	-113.9394	160370669	N/A	50
IF  60	Cornhusker Group	43.7103	-113.8675	160370656	N/A	47
IF  63	Candy Cane Group	43.7025	-113.8608	160370638	N/A	48
IF  64	Unnamed prospect	43.705	-113.8325	160370907	N/A	45
IF  65	Star of Hope Mine (Star Hope)	43.6975	-113.9225	160370011	W015693	52
IF  66	Bent Pine Tree No. 10	43.6878	-113.9358	160370069	N/A	54
IF  67	Silver Bell	43.6794	-113.8253	160370068	N/A	49
IF 114	Unnamed location	43.6456	-113.77	160370078	N/A	103
