Sequence Number	Deposit	Latitude	Longitude	MILSREF	MRDSREC	Orange Number
DU  55	Deer Fraction 1A Prospect (Deer)	44.9719	-113.4683	160590520	W015825	56
DU  56	Blue Bird Mine (Bluebird)	44.9703	-113.4561	160590225	W015774	57
DU  57	No. 31 Thorium Deposit	44.9686	-113.4542	160590589	W015845	58
DU  58	Badger Claim Group	44.9683	-113.4594	160590760	W015742	62
DU  59	Blue Boar Prospect	44.9664	-113.4633	160590236	W015779	68
DU  60	Blue Ridge Occurrence (Iron Dike)	44.9661	-113.4553	160590237	W015780	69
DU  61	Black Bull Group Claims (Peron Claims)	44.97	-113.4764	160590227	W015730	59
DU  62	Agency Claim	44.9683	-113.4794	160590759	W015745	60
DU  63	Deer No. 24 Thorium Prospect	44.9689	-113.4686	N/A	W015847	61
DU  64	Copper Queen Mine (Tendoy Copper Queen)	44.9661	-113.4714	160590228	M060189	66
DU  65	Blue Lupine Vein	44.9644	-113.4722	160590763	N/A	67
DU  66	Pine Nos. 1 and 2	44.965	-113.5114	160590761	N/A	63
DU  67	Lucky Boy (No. 162 Thorium Deposit)	44.9656	-113.5019	160590762	N/A	64
DU  68	Black Bear Prospect	44.9622	-113.5011	160590232	W015776	65
DU  69	No. 38 Thorium Deposit	44.9597	-113.4878	160590767	W015844	73
DU  70	Thorite No. 3 Deposit	44.9614	-113.4819	160590766	W015867	72
DU  71	No. 44 Copper Deposit	44.9622	-113.4675	160590765	W015842	71
DU  72	Uranium Queen Prospect (Surprise Nos. 5 and 6)	44.9597	-113.4778	160590234	W015778	75
DU  73	Wonder Mine (Wonder and Buckhorn Claims;Silver Bell; Quinn Prospect; Inspiration Group)	44.9581	-113.4706	160590235	W015732	76
DU  74	Three-and-One Claim	44.9553	-113.4739	160590233	W015777	77
DU  75	Flying Eagle	44.9597	-113.4481	160590512	N/A	100
DU  77	Dictator No. 6 Prospect	44.9525	-113.4506	160590769	W015835	80
DU  79	Little Dandy No. 1 Deposit	44.95	-113.4644	160590779	W015869	94
DU  80	No. 69 Thorium Deposit	44.9478	-113.4628	160590781	W015836	96
DU  81	Little Dandy No. 5 Deposit (Lucky R)	44.9478	-113.4656	160590779	W015744	93
DU  82	No. 62 Thorium Deposit	44.9483	-113.4678	160590777	W015837	91
DU  84	Benny Prospect	44.9478	-113.4714	160590776	W015838	90
DU  85	No. 58 Thorium Deposit	44.9481	-113.4736	160590775	W015839	89
DU  88	No. 50 Thorium Deposit	44.9492	-113.4831	160590771	W015868	85
DU  89	Cago No. 10 Prospect	44.9467	-113.4847	160590774	W015841	88
DU  90	Cago No. 12 Claim	44.9517	-113.4883	160590518	W015813	84
DU  91	Big Lost Nos. 1 and 2 Prospect	44.955	-113.4956	160590768	W015843	74
DU  92	Katy	44.9489	-113.5003	160590770	N/A	81
DU  95	Gage Prospect	44.9525	-113.5728	160590217	W015726	97
DU  96	Black Rock	44.9503	-113.5731	160590782	N/A	98
DU  97	Scott Prospect	44.95	-113.5689	160590216	W015725	99
DU  98	Tago No. 15 Claim (No. 168 Thorium Deposit)	44.9481	-113.5272	160590783	N/A	101
DU  99	No. 167 Thorium Deposit	44.9472	-113.5353	160590783	N/A	102
DU 100	Sunnyside Manganese (Flying Eagle)	44.94	-113.5517	160590409	N/A	103
DU 101	Barbara	44.9381	-113.5283	160590784	N/A	104
DU 102	Ellis	44.9317	-113.5258	160590785	N/A	105
DU 103	No. 174 Thorium Deposit	44.9286	-113.5281	160590786	N/A	107
DU 104	No. 173 Thorium Deposit	44.9272	-113.5325	160590786	N/A	106
DU 105	No. 176 Thorium Deposit	44.9286	-113.5122	160590787	N/A	108
DU 107	Skyline No. 1 Prospect	44.9283	-113.4931	160590789	W015833	110
DU 108	Black Widow Nos. 15 and 16 Prospect	44.9158	-113.4808	160590790	W015832	111
DU 109	Thorite No. 1 Prospect (Saddlerock)	44.9075	-113.4733	160590791	W015820	112
DU 110	Chief Tendoy Group	44.9167	-113.5822	160590244	W015785	120
DU 111	Elkhorn Group	44.9161	-113.5733	160590245	W015786	121
DU 112	Dixie Claim Group	44.9161	-113.5569	160590243	W015734	122
DU 113	No. 179 Thorium Deposit	44.9131	-113.5736	160590796	N/A	123
DU 114	Lake Claim Group	44.9072	-113.5725	160590247	W015736	124
DU 115	Little Chief Group	44.9056	-113.57	160590248	W015787	125
DU 116	Atomic Blast Nos. 7 and 8 Prospect	44.9	-113.4872	160590792	W015831	113
DU 117	North Fork Yearian Creek Thorite Claims	44.8983	-113.5203	160590797	W015759	126
DU 118	Big Thor Nos. 1 and 2 Vein Prospect	44.8933	-113.4933	160590794	W015819	117
DU 119	No. 101 Thorium Deposit	44.8928	-113.4956	160590793	W015828	116
DU 120	No. 99 Thorium Deposit	44.8928	-113.4994	160590793	W015830	114
DU 121	No. 100 Thorium Deposit	44.8917	-113.4975	160590793	W015829	115
DU 122	No. 103 Thorium Deposit	44.8919	-113.4911	160590795	W015827	118
DU 123	Nita-Louise Group	44.8922	-113.4744	N/A	N/A	N/A
DU 124	Mornell	44.8867	-113.5364	160590798	N/A	127
DU 125	South Fork Yearian Creek Thorite Claims (Thorite No. 7 Claim)	44.8789	-113.5208	160590250	W015750	128
DU 126	Unnamed prospect	44.8736	-113.5272	N/A	N/A	129
DU 127	Baltimore Group	44.8639	-113.57	N/A	N/A	N/A
DU 128	J. M. B. Mine	44.8469	-113.55	160590436	N/A	130
DU 131	Thorite No. 11 Claim (ThO2 No. 11)	44.8617	-113.5078	160590251	W015749	133
DU 132	ThO2	44.8614	-113.5028	N/A	N/A	134
DU 133	No. 191 Thorium Deposit	44.8586	-113.5064	160590804	N/A	140
DU 134	Thor Nos. 1 and 2	44.8575	-113.5086	160590803	N/A	139
DU 135	Thor No. 7	44.8542	-113.5111	N/A	N/A	141
DU 136	Lucky Strike No. 2	44.8636	-113.4925	160590799	N/A	135
DU 137	Lucky Strike No. 3	44.8636	-113.4814	160590801	N/A	137
DU 138	Elkhorn	44.8614	-113.49	160590800	N/A	136
DU 139	No. 110 Thorium Deposit	44.8594	-113.4969	160590802	N/A	138
DU 140	ThO2 Nos. 5 and 6	44.8544	-113.4975	N/A	N/A	142
DU 141	Hematite Prospect (Reese Creek Iron Deposit)	44.8303	-113.5208	160590433	W015741	144
DU 142	Chief Tendoy Nos. 13 and 14	44.8653	-113.4675	160590805	N/A	145
DU 143	Chief Tendoy No. 6	44.8644	-113.4558	160590805	N/A	146
DU 145	Nos. 117, 118, and 119 Thorium Deposits	44.8619	-113.4503	160590806	N/A	148
DU 147	Chief Tendoy Group (No. 122 Thorium Deposit)	44.8589	-113.4461	160590806	N/A	149
DU 148	Mining Claim No. 7	44.8547	-113.4606	160590807	N/A	151
DU 149	Welco No. 10	44.8506	-113.4825	160590808	N/A	152
DU 150	Welco Nos. 8 and 9	44.8475	-113.4839	160590808	N/A	154
DU 151	Unnamed prospect	44.8458	-113.4928	N/A	N/A	143
DU 152	Chief Tendoy Group (No. 126 Thorium Deposit)	44.85	-113.4703	160590809	N/A	153
DU 154	Ruby Red Claim	44.8439	-113.4733	160590445	N/A	156
DU 155	No. 128 Thorium Deposit	44.8419	-113.4722	160590810	N/A	157
DU 156	No. 129 Thorium Deposit	44.8403	-113.4739	160590810	N/A	158
DU 157	No. 134 Thorium Deposit	44.8356	-113.4764	160590810	N/A	159
DU 158	Welco No. 7	44.8333	-113.4878	160590808	N/A	160
DU 159	Mohock	44.8278	-113.4792	160590447	N/A	161
DU 160	No. 135 Thorium Deposit	44.8264	-113.4742	160590811	N/A	162
DU 161	Divide Group	44.8503	-113.4281	N/A	N/A	N/A
