"SequenceNumber","Names","NameKey","CompositeName","Metric","AutoNumber","Initials"
"EC0809","Hamilton-Hillsman Claim","EC0809-04516","Hamilton-Hillsman Claim",1,5545,
"EC0810","Unnamed location","EC0810-11247","Unnamed location",1,5546,
"EC0811","Stonebreaker Prospect","EC0811-10461","Stonebreaker Prospect",1,5547,
"EC0812","Chamberlain Meadow Placer","EC0812-01893","Chamberlain Meadow Placer (High Meadow Placers)",1,5548,
"EC0812","High Meadow Placers","EC0812-04765","Chamberlain Meadow Placer (High Meadow Placers)",1,5549,
"EC0813","High Meadow Placers","EC0813-04766","Little Lodgepole Meadow Placer (High Meadow Placers)",1,5550,
"EC0813","Little Lodgepole Meadow Placer","EC0813-06161","Little Lodgepole Meadow Placer (High Meadow Placers)",1,5551,
"EC0814","Eagle Prospect","EC0814-03079","Eagle Prospect",1,5552,
"EC0815","Imperial Prospect","EC0815-05201","Imperial Prospect",1,5553,
"EC0816","High Meadow Placers","EC0816-04761","Lodgepole Meadow Placer (Lower Lodgepole Meadow Placer; High Meadow Placers)",1,5554,
"EC0816","Lodgepole Meadow Placer","EC0816-06225","Lodgepole Meadow Placer (Lower Lodgepole Meadow Placer; High Meadow Placers)",1,5555,
"EC0816","Lower Lodgepole Meadow Placer","EC0816-06387","Lodgepole Meadow Placer (Lower Lodgepole Meadow Placer; High Meadow Placers)",1,5556,
"EC0817","Root Ranch Placer","EC0817-09233","Root Ranch Placer",1,5557,
"EC0818","High Meadow Placers","EC0818-04762","Moose Meadow Placer (High Meadow Placers)",1,5558,
"EC0818","Moose Meadow Placer","EC0818-07244","Moose Meadow Placer (High Meadow Placers)",1,5559,
"EC0819","Upper Lodgepole Meadow Placer","EC0819-04763","Upper Lodgepole Meadow Placer (High Meadow Placers)",1,5560,
"EC0819","High Meadow Placers","EC0819-12052","Upper Lodgepole Meadow Placer (High Meadow Placers)",1,5561,
"EC0820","Upper Ramey Meadows Placer","EC0820-12066","Upper Ramey Meadows Placer",1,5562,
"EC0821","Crane Meadows Placer","EC0821-02501","Crane Meadows Placer",1,5563,
"EC0822","Hand Meadows Placer","EC0822-04527","Hand Meadows Placer",1,5564,
"EC0823","Haypress Meadow Placer","EC0823-04621","Haypress Meadow Placer (High Meadow Placers)",1,5565,
"EC0823","High Meadow Placers","EC0823-04764","Haypress Meadow Placer (High Meadow Placers)",1,5566,
"EC0824","Lower Ramey Meadows Placer","EC0824-06395","Lower Ramey Meadows Placer",1,5567,
"EC0825","Gold Bug No. 5 Claim","EC0825-03933","Gold Bug No. 5 Claim",1,5568,
"EC0826","Buckhorn Claim","EC0826-01484","Idaho-Rainbow Group (Buckhorn Claim)",1,5569,
"EC0826","Idaho-Rainbow Group","EC0826-05167","Idaho-Rainbow Group (Buckhorn Claim)",1,5570,
"EC0827","Snowshoe Mine","EC0827-05404","Snowshoe Mine (Orofino; Jensen Group; Janson)",1,5571,
"EC0827","Janson","EC0827-05430","Snowshoe Mine (Orofino; Jensen Group; Janson)",1,5572,
"EC0827","Jensen Group","EC0827-07992","Snowshoe Mine (Orofino; Jensen Group; Janson)",1,5573,
"EC0827","Orofino","EC0827-10096","Snowshoe Mine (Orofino; Jensen Group; Janson)",1,5574,
"EC0828","Yellow Jacket Group","EC0828-12792","Yellow Jacket Group (Yellowjacket Nos. 1-8)",1,5575,
"EC0828","Yellowjacket Nos. 1-8","EC0828-12811","Yellow Jacket Group (Yellowjacket Nos. 1-8)",1,5576,
"EC0829","Galena Lead","EC0829-03697","Galena Prospect (Galena Lead)",1,5577,
"EC0829","Galena Prospect","EC0829-03705","Galena Prospect (Galena Lead)",1,5578,
"EC0830","Crooked Creek Placer","EC0830-02530","Crooked Creek Placer",1,5579,
"EC0831","Acorn Butte No. 1 Prospect","EC0831-00041","Acorn Butte No. 1 Prospect",1,5580,
"EC0832","Acorn Butte No. 2 Prospect","EC0832-00042","Acorn Butte No. 2 Prospect",1,5581,
"EC0833","Silver Dome Claim","EC0833-09712","Silver Dome Claim",1,5582,
"EC0834","Acorn Butte No. 3 Prospect","EC0834-00043","Acorn Butte No. 3 Prospect",1,5583,
"EC0835","Lime Creek Prospect","EC0835-06046","Lime Creek Prospect",1,5584,
"EC0836","Acorn Butte No. 4 Prospect","EC0836-00044","Acorn Butte No. 4 Prospect",1,5585,
"EC0837","Brown Bear Prospect","EC0837-01436","Brown Bear Prospect",1,5586,
"EC0838","Acorn Group Prospect","EC0838-00046","Acorn Group Prospect",1,5587,
"EC0839","Box Springs Claim","EC0839-01374","Box Springs Claim",1,5588,
"EC0840","No Name Claim","EC0840-07602","No Name Claim",1,5589,
"EC0841","S and B Group Mine","EC0841-09337","S and B Group Mine",1,5590,
"EC0842","Dewey Moore Group Prospect","EC0842-02804","Dewey Moore Group Prospect",1,5591,
"EC0843","Mile Flat Placer","EC0843-07010","Mile Flat Placer",1,5592,
"EC0844","Coxey Creek Placer","EC0844-02483","Coxey Creek Placer",1,5593,
"EC0845","Cave Creek Placer","EC0845-01836","Cave Creek Placer",1,5594,
"EC0846","Two Friends Claim","EC0846-11084","Two Friends Claim",1,5595,
"EC0847","Hard Boil Bar Placer","EC0847-04554","Hard Boil Bar Placer",1,5596,
"EC0848","Over Easy Bar Placer","EC0848-08032","Over Easy Bar Placer",1,5597,
"EC0849","Soft Boil Bar Placer","EC0849-10121","Soft Boil Bar Placer",1,5598,
"EC0850","Coxey Creek Bar Placer","EC0850-02482","Coxey Creek Bar Placer",1,5599,
"EC0851","No Name Placer","EC0851-07604","No Name Placer",1,5600,
"EC0852","Gold Lodge Claim","EC0852-04040","Gold Lodge Claim",1,5601,
"EC0853","Valentine Claim","EC0853-12130","Valentine Claim",1,5602,
"EC0854","John Vine Bar Placer","EC0854-05491","John Vine Bar Placer",1,5603,
"EC0855","Unnamed location","EC0855-11325","Unnamed location",1,5604,
"EC0856","Cabin Creek Bar Placer","EC0856-01625","Cabin Creek Bar Placer",1,5605,
"EC0857","Gold Dollar","EC0857-00940","Black and White Claim (Gold Dollar)",1,5606,
"EC0857","Black and White Claim","EC0857-03978","Black and White Claim (Gold Dollar)",1,5607,
"EC0858","Big Sunflower No. 1 Prospect","EC0858-00882","Big Sunflower No. 1 Prospect",1,5608,
"EC0859","Golden Bear Claims","EC0859-04120","Golden Bear Claims",1,5609,
"EC0860","Sunlight Claims","EC0860-10567","Sunlight Claims",1,5610,
"EC0861","Little Ramey Placer","EC0861-00816","Little Ramey Placer (Big Creek Placers)",1,5611,
"EC0861","Big Creek Placers","EC0861-06188","Little Ramey Placer (Big Creek Placers)",1,5612,
"EC0862","Big Creek Placers","EC0862-00810","Big Ramey Placer (Big Creek Placers)",1,5613,
"EC0862","Big Ramey Placer","EC0862-00874","Big Ramey Placer (Big Creek Placers)",1,5614,
"EC0863","Carpenters Gulch Placer","EC0863-00818","Carpenters Gulch Placer (Big Creek Placers)",1,5615,
"EC0863","Big Creek Placers","EC0863-01783","Carpenters Gulch Placer (Big Creek Placers)",1,5616,
"EC0864","Monumental Bar Placer","EC0864-00811","Monumental Bar Placer (Big Creek Placers)",1,5617,
"EC0864","Monumental Creek Placers","EC0864-07210","Monumental Bar Placer (Big Creek Placers)",1,5618,
"EC0864","Big Creek Placers","EC0864-07212","Monumental Bar Placer (Big Creek Placers)",1,5619,
"EC0865","Diamond Creek Prospect","EC0865-02815","Diamond Creek Prospect",1,5620,
"EC0866","Dora","EC0866-02936","Nat Lode Prospect (Dora)",1,5621,
"EC0866","Nat Lode Prospect","EC0866-07448","Nat Lode Prospect (Dora)",1,5622,
"EC0867","Wild Horse Copper Prospect","EC0867-12609","Wild Horse Copper Prospect",1,5623,
"EC0868","Fall Creek Placer","EC0868-00814","Fall Creek Placer (Big Creek Placers)",1,5624,
"EC0868","Big Creek Placers","EC0868-03407","Fall Creek Placer (Big Creek Placers)",1,5625,
"EC0869","Copper Camp Flat Placer","EC0869-00813","Copper Camp Flat Placer (Big Creek Placers)",1,5626,
"EC0869","Big Creek Placers","EC0869-02350","Copper Camp Flat Placer (Big Creek Placers)",1,5627,
"EC0870","Jolly Roger Placer","EC0870-05522","Jolly Roger Placer",1,5628,
"EC0871","Copper Camp Mine","EC0871-02351","Copper Camp Mine",1,5629,
"EC0872","Gold King Group","EC0872-04028","Gold King Group",1,5630,
"EC0873","Copper Creek Placer","EC0873-00817","Copper Creek Placer (Big Creek Placers)",1,5631,
"EC0873","Big Creek Placers","EC0873-02360","Copper Creek Placer (Big Creek Placers)",1,5632,
"EC0874","Crossing Bar Placer","EC0874-00812","Crossing Bar Placer (Big Creek Placers)",1,5633,
"EC0874","Big Creek Placers","EC0874-02541","Crossing Bar Placer (Big Creek Placers)",1,5634,
"EC0875","Last Chance Claim","EC0875-05867","Last Chance Claim",1,5635,
"EC0876","Freezeout Placer","EC0876-00656","Beaver Creek Placer (Big Creek Placers; Freezeout Placer)",1,5636,
"EC0876","Beaver Creek Placer","EC0876-00815","Beaver Creek Placer (Big Creek Placers; Freezeout Placer)",1,5637,
"EC0876","Big Creek Placers","EC0876-03637","Beaver Creek Placer (Big Creek Placers; Freezeout Placer)",1,5638,
"EC0877","Dagnapan Prospect","EC0877-02619","Dagnapan Prospect",1,5639,
"EC0878","Trio Group","EC0878-10999","Trio Group",1,5640,
"EC0879","Hollister Prospect","EC0879-04829","Hollister Prospect",1,5641,
"EC0880","Hillside Prospect","EC0880-04799","Hillside Prospect",1,5642,
"EC0881","Tenderfoot Prospect","EC0881-10759","Tenderfoot Prospect",1,5643,
"EC0882","Hoot Placer","EC0882-04897","Smith Creek Hydraulic Co. Placer (Pebble Claim; Smith Creek Placers; Pearl Placer; Hoot Placer)",1,5644,
"EC0882","Pearl Placer","EC0882-08253","Smith Creek Hydraulic Co. Placer (Pebble Claim; Smith Creek Placers; Pearl Placer; Hoot Placer)",1,5645,
"EC0882","Pebble Claim","EC0882-08265","Smith Creek Hydraulic Co. Placer (Pebble Claim; Smith Creek Placers; Pearl Placer; Hoot Placer)",1,5646,
"EC0882","Smith Creek Hydraulic Co. Placer","EC0882-09980","Smith Creek Hydraulic Co. Placer (Pebble Claim; Smith Creek Placers; Pearl Placer; Hoot Placer)",1,5647,
"EC0882","Smith Creek Placers","EC0882-09981","Smith Creek Hydraulic Co. Placer (Pebble Claim; Smith Creek Placers; Pearl Placer; Hoot Placer)",1,5648,
"EC0883","Summertrail Prospect","EC0883-10519","Summertrail Prospect",1,5649,
"EC0884","Smith Creek Deposit","EC0884-09979","Smith Creek Deposit",1,5650,
"EC0885","D. D. Prospect","EC0885-02615","D. D. Prospect",1,5651,
"EC0886","Gold Hill Group","EC0886-04013","Gold Hill Group",1,5652,
"EC0887","Wolf Fang Group","EC0887-12690","Wolf Fang Group",1,5653,
"EC0888","Wolf Fang Peak Prospect 1","EC0888-12691","Wolf Fang Peak Prospect 1",1,5654,
"EC0889","Wolf Fang Prospect 2","EC0889-12692","Wolf Fang Prospect 2",1,5655,
"EC0890","White Bluff","EC0890-09203","Rocket Prospect (White Bluff)",1,5656,
"EC0890","Rocket Prospect","EC0890-12520","Rocket Prospect (White Bluff)",1,5657,
"EC0891","Freddie Claim","EC0891-03617","Freddy (Freddie Claim)",1,5658,
"EC0891","Freddy","EC0891-03618","Freddy (Freddie Claim)",1,5659,
"EC0892","Elliott","EC0892-03245","Routson Prospect (Elliott)",1,5660,
"EC0892","Routson Prospect","EC0892-09261","Routson Prospect (Elliott)",1,5661,
"EC0893","Unnamed location","EC0893-11368","Unnamed location",1,5662,
"EC0894","Silver Anchor Deposit","EC0894-09632","Silver Anchor Deposit",1,5663,
"EC0895","Blue Bird Prospect","EC0895-01142","Blue Bird Prospect (Blue Ribbon)",1,5664,
"EC0895","Blue Ribbon","EC0895-01200","Blue Bird Prospect (Blue Ribbon)",1,5665,
"EC0896","Joe Davis","EC0896-05472","Last Chance (Joe Davis)",1,5666,
"EC0896","Last Chance","EC0896-05851","Last Chance (Joe Davis)",1,5667,
"EC0897","Star Group","EC0897-00801","Big Creek Gold Mines Placer (Star Group)",1,5668,
"EC0897","Big Creek Gold Mines Placer","EC0897-10359","Big Creek Gold Mines Placer (Star Group)",1,5669,
"EC0898","Snowslide Mountain Prospect","EC0898-10104","Snowslide Mountain Prospect",1,5670,
"EC0899","Little Marble Creek Placer","EC0899-06165","Little Marble Creek Placer",1,5671,
"EC0900","Marble Creek Prospect","EC0900-06680","Marble Creek Prospect",1,5672,
"EC0901","Unnamed prospect","EC0901-11875","Unnamed prospect",1,5673,
"EC0902","Unnamed prospect","EC0902-11872","Unnamed prospect",1,5674,
"EC0903","Prospect on south side of Cougar Peak","EC0903-08722","Prospect on south side of Cougar Peak",1,5675,
"EC0904","Prospect northwest of Catherine Lake","EC0904-08721","Prospect northwest of Catherine Lake",1,5676,
"EC0905","Catherine Lake Prospect","EC0905-01830","Catherine Lake Prospect",1,5677,
"EC0906","North Fork of West Fork Prospect","EC0906-07693","North Fork of West Fork Prospect",1,5678,
"EC0907","Moore","EC0907-07228","Moscow Mine (Moore)",1,5679,
"EC0907","Moscow Mine","EC0907-07287","Moscow Mine (Moore)",1,5680,
"EC0908","Green","EC0908-04377","North Star (Green)",1,5681,
"EC0908","North Star","EC0908-07729","North Star (Green)",1,5682,
"EC0909","Hercules","EC0909-04686","Hercules",1,5683,
"EC0910","Ladwick Group","EC0910-05787","Ladwick Group",1,5684,
"EC0911","Cleveland Mine","EC0911-02112","Cleveland Mine (Silverado)",1,5685,
"EC0911","Gaarden Mine","EC0911-03681","Cleveland Mine (Silverado)",1,5686,
"EC0911","Idaho Gold Corporation","EC0911-05093","Cleveland Mine (Silverado)",1,5687,
"EC0911","Silverado","EC0911-09879","Cleveland Mine (Silverado)",1,5688,
"EC0912","Red Mountain Prospect","EC0912-09002","Skipper Mine (Red Mountain Prospect)",1,5689,
"EC0912","Skipper Mine","EC0912-09925","Skipper Mine (Red Mountain Prospect)",1,5690,
"EC0913","Ancient Age","EC0913-00266","Ancient Age",1,5691,
"EC0914","Kress Magnetite Claims","EC0914-05769","Kress Magnetite Claims",1,5692,
"EC0915","Blain","EC0915-01091","Blain (Blain-Dawson)",1,5693,
"EC0915","Blain-Dawson","EC0915-01092","Blain (Blain-Dawson)",1,5694,
"EC0916","Tellurium Group","EC0916-10753","Tellurium Group",1,5695,
"EC0917","Unnamed prospect","EC0917-11877","Unnamed prospect",1,5696,
"EC0918","Unnamed prospect","EC0918-11868","Unnamed prospect",1,5697,
"EC0919","Unnamed prospect","EC0919-11879","Unnamed prospect",1,5698,
"EC0920","Unnamed prospect","EC0920-11880","Unnamed prospect",1,5699,
"EC0921","Unnamed prospect","EC0921-11881","Unnamed prospect",1,5700,
"EC0922","Goat Mtn.","EC0922-03880","Goat Mtn.",1,5701,
"EC0923","Belvidere Creek","EC0923-00720","Belvidere Creek",1,5702,
"EC0924","Unnamed prospect","EC0924-11882","Unnamed prospect",1,5703,
"EC0925","Cougar Mountain","EC0925-02463","Cougar Mountain",1,5704,
"EC0926","Prospects west of Pinnacles","EC0926-08724","Prospects west of Pinnacles",1,5705,
"EC0927","Unnamed prospect","EC0927-11883","Unnamed prospect",1,5706,
"EC0928","Unnamed prospect","EC0928-11799","Unnamed prospect",1,5707,
"EC0929","Unnamed prospect","EC0929-11902","Unnamed prospect",1,5708,
"EC0930","Copper Cliff Deposit","EC0930-02356","Copper Cliff Deposit",1,5709,
"EC0931","Missouri Creek Group","EC0931-07092","Missouri Creek Group",1,5710,
"EC0932","Unnamed prospect","EC0932-11874","Unnamed prospect",1,5711,
"EC0933","Copper Mountain Group Prospect","EC0933-02389","Copper Mountain Group Prospect",1,5712,
"EC0934","Lost Fawn Claim","EC0934-06344","Lost Fawn Claim",1,5713,
"EC0935","Copper Prospect","EC0935-02401","Copper Prospect (Iron Clad Group)",1,5714,
"EC0935","Iron Clad Group","EC0935-05301","Copper Prospect (Iron Clad Group)",1,5715,
"EC0936","Goat Haven Group","EC0936-03875","Goat Haven Group",1,5716,
"EC0937","Snowslide Silver Prospect","EC0937-10106","Snowslide Silver Prospect",1,5717,
"EC0938","Upper Iron Clad Claims","EC0938-12046","Upper Iron Clad Claims",1,5718,
"EC0939","Copper Mountain","EC0939-02386","Monumental Gold Mining Corporation (Iron Clad Group; Copper Mountain; Idaho Central Mine; Greenjacket Prospect; Monumental Copper Camp)",1,5719,
"EC0939","Greenjacket Prospect","EC0939-04395","Monumental Gold Mining Corporation (Iron Clad Group; Copper Mountain; Idaho Central Mine; Greenjacket Prospect; Monumental Copper Camp)",1,5720,
"EC0939","Idaho Central Mine","EC0939-05060","Monumental Gold Mining Corporation (Iron Clad Group; Copper Mountain; Idaho Central Mine; Greenjacket Prospect; Monumental Copper Camp)",1,5721,
"EC0939","Iron Clad Group","EC0939-05300","Monumental Gold Mining Corporation (Iron Clad Group; Copper Mountain; Idaho Central Mine; Greenjacket Prospect; Monumental Copper Camp)",1,5722,
"EC0939","Monumental Copper Camp","EC0939-07211","Monumental Gold Mining Corporation (Iron Clad Group; Copper Mountain; Idaho Central Mine; Greenjacket Prospect; Monumental Copper Camp)",1,5723,
"EC0939","Monumental Gold Mining Corporation","EC0939-07215","Monumental Gold Mining Corporation (Iron Clad Group; Copper Mountain; Idaho Central Mine; Greenjacket Prospect; Monumental Copper Camp)",1,5724,
"EC0940","Copper Clad Group","EC0940-02355","Copper Clad Group",1,5725,
"EC0941","Lower Iron Clad Claims","EC0941-06383","Lower Iron Clad Claims",1,5726,
"EC0942","Rocket","EC0942-09201","Rocket",1,5727,
"EC0943","Green Jacket Prospect","EC0943-04383","Green Jacket Prospect",1,5728,
"EC0944","Barite Prospect","EC0944-00558","Barite Prospect",1,5729,
"EC0945","Burris Placer","EC0945-01589","Burris Placer",1,5730,
"EC0946","Deer Creek Prospect","EC0946-02722","Deer Creek Prospect",1,5731,
"EC0947","Simmons Placer","EC0947-09893","Simmons Placer",1,5732,
"EC0948","Mac Placer Nos. 1 & 2","EC0948-06577","Mac Placer Nos. 1 & 2",1,5733,
"EC0949","Dovel Placer","EC0949-02961","Dovel Placer",1,5734,
"EC0950","Talc Creek Prospect","EC0950-10707","Talc Creek Prospect",1,5735,
"EC0951","Bear Trap Prospect","EC0951-00639","Bear Trap Prospect",1,5736,
"EC0952","Gilt Edge Group","EC0952-03843","Gilt Edge Group",1,5737,
"EC0953","West Fork Rush Creek Placers","EC0953-12442","West Fork Rush Creek Placers (Wickiup Placer Claim)",1,5738,
"EC0953","Wickiup Placer Claim","EC0953-12588","West Fork Rush Creek Placers (Wickiup Placer Claim)",1,5739,
"EC0954","Rush Creek Placer Group","EC0954-09317","Rush Creek Placer Group",1,5740,
"EC0955","Skookum Claim","EC0955-09926","Skookum Claim",1,5741,
"EC0956","Milk Lake Prospect","EC0956-07016","Milk Lake Prospect",1,5742,
"EC0957","Monument Prospect","EC0957-07208","Monument Prospect",1,5743,
"EC0958","Tollenaar","EC0958-10896","Tollenaar",1,5744,
"EC0959","Redridge Group","EC0959-09042","Redridge Group",1,5745,
"EC0960","Monumental Creek Ranch Placer","EC0960-07214","Monumental Creek Ranch Placer (Monumental Creek Placers)",1,5746,
"EC0961","West Fork Shaft Prospect","EC0961-12443","West Fork Shaft Prospect",1,5747,
"EC0962","West Fork Adit Prospect","EC0962-12434","West Fork Adit Prospect",1,5748,
"EC0963","West Fork of Monumental Creek Placer","EC0963-12439","West Fork of Monumental Creek Placer",1,5749,
"EC0964","Chicho Placer","EC0964-01950","Chicho Placer",1,5750,
"EC0965","Rattlesnake Bar","EC0965-08920","Rattlesnake Bar (Rattlesnake Placer)",1,5751,
"EC0965","Rattlesnake Placer","EC0965-08923","Rattlesnake Bar (Rattlesnake Placer)",1,5752,
"EC0966","Bear Bar","EC0966-00607","Bear Creek Bar Placer (Bear Bar)",1,5753,
"EC0966","Bear Creek Bar Placer","EC0966-00611","Bear Creek Bar Placer (Bear Bar)",1,5754,
"EC0967","Bruin Creek Bar Placer","EC0967-01455","Bruin Creek Bar Placer",1,5755,
"EC0968","Brown Bear Placer","EC0968-01433","Nixon Bar (Brown Bear Placer)",1,5756,
"EC0968","Nixon Bar","EC0968-07599","Nixon Bar (Brown Bear Placer)",1,5757,
"EC0969","Barth Hot Springs Bar Placer","EC0969-00565","Barth Hot Springs Bar Placer",1,5758,
"EC0970","Corey Bar","EC0970-02434","Cory Bar (Correy Bar; Corey Bar)",1,5759,
"EC0970","Correy Bar","EC0970-02446","Cory Bar (Correy Bar; Corey Bar)",1,5760,
"EC0970","Cory Bar","EC0970-02450","Cory Bar (Correy Bar; Corey Bar)",1,5761,
"EC0971","Brown Cub 1 & 2 and Green Spar Claims","EC0971-01439","Brown Cub 1 & 2 and Green Spar Claims",1,5762,
"EC0972","Smith Gulch Bar","EC0972-09984","Smith Gulch Bar",1,5763,
"EC0973","Smothers Property","EC0973-00880","Big Squaw Creek Fluorspar Deposit (Noussan Mine; Smothers Property; Sunnyside)",1,5764,
"EC0973","Sunnyside","EC0973-07771","Big Squaw Creek Fluorspar Deposit (Noussan Mine; Smothers Property; Sunnyside)",1,5765,
"EC0973","Noussan Mine","EC0973-10007","Big Squaw Creek Fluorspar Deposit (Noussan Mine; Smothers Property; Sunnyside)",1,5766,
"EC0973","Big Squaw Creek Fluorspar Deposit","EC0973-10572","Big Squaw Creek Fluorspar Deposit (Noussan Mine; Smothers Property; Sunnyside)",1,5767,
"EC0974","Home Placer","EC0974-04844","Home Placer (Primero)",1,5768,
"EC0974","Primero","EC0974-08690","Home Placer (Primero)",1,5769,
"EC0975","Elkhorn Bar","EC0975-03233","Elkhorn Bar",1,5770,
"EC0976","Black Crow","EC0976-00965","Black Crow",1,5771,
"EC0977","Disappointment Bar Placer","EC0977-02879","Disappointment Bar Placer",1,5772,
"EC0978","Lantz Bar","EC0978-05824","Lantz Bar",1,5773,
"EC0979","Eagle Creek Quartz Deposit","EC0979-03071","Eagle Creek Quartz Deposit",1,5774,
"EC0980","Burnt Stump Group & Alta Group Lodes","EC0980-01587","Burnt Stump Group & Alta Group Lodes",1,5775,
