"SequenceNumber","Names","NameKey","CompositeName","Metric","AutoNumber","Initials"
"CH0087","Yellowjacket Mine","CH0087-12809","Yellowjacket Mine",1,1122,
"CH0088","Yellow Jacket Placers","CH0088-12793","Yellow Jacket Placers",1,1123,
"CH0089","Upper Yellowjacket","CH0089-12082","Upper Yellowjacket",1,1124,
"CH0090","Cracker Jack Prospect","CH0090-02486","Cracker Jack Prospect (Crackerjack)",1,1125,
"CH0090","Crackerjack","CH0090-02488","Cracker Jack Prospect (Crackerjack)",1,1126,
"CH0091","Hisey","CH0091-04814","Mammoth Mine (Hisey; Ohio)",1,1127,
"CH0091","Mammoth Mine","CH0091-06651","Mammoth Mine (Hisey; Ohio)",1,1128,
"CH0091","Ohio","CH0091-07821","Mammoth Mine (Hisey; Ohio)",1,1129,
"CH0092","Daniel Prospect","CH0092-02656","Daniel Prospect",1,1130,
"CH0093","Columbia Mine","CH0093-02218","Columbia Mine (New Columbia; Columbia-Centennial; Silver Moon)",1,1131,
"CH0093","Columbia-Centennial","CH0093-02221","Columbia Mine (New Columbia; Columbia-Centennial; Silver Moon)",1,1132,
"CH0093","New Columbia","CH0093-07512","Columbia Mine (New Columbia; Columbia-Centennial; Silver Moon)",1,1133,
"CH0093","Silver Moon","CH0093-09774","Columbia Mine (New Columbia; Columbia-Centennial; Silver Moon)",1,1134,
"CH0094","Liberty Mine","CH0094-06022","Liberty Mine",1,1135,
"CH0095","Steen Group","CH0095-06065","Lincoln Mine (Steen Group)",1,1136,
"CH0095","Lincoln Mine","CH0095-10404","Lincoln Mine (Steen Group)",1,1137,
"CH0096","Steen Group","CH0096-02324","Continental Mine (Steen Group)",1,1138,
"CH0096","Continental Mine","CH0096-10405","Continental Mine (Steen Group)",1,1139,
"CH0097","Steen Family","CH0097-01414","Steen Mine (Steen Group; Steen Family; Lincoln; Liberty; Continental; Broken Hill; Red Bird)",1,1140,
"CH0097","Steen Group","CH0097-02319","Steen Mine (Steen Group; Steen Family; Lincoln; Liberty; Continental; Broken Hill; Red Bird)",1,1141,
"CH0097","Steen Mine","CH0097-06005","Steen Mine (Steen Group; Steen Family; Lincoln; Liberty; Continental; Broken Hill; Red Bird)",1,1142,
"CH0097","Broken Hill","CH0097-06063","Steen Mine (Steen Group; Steen Family; Lincoln; Liberty; Continental; Broken Hill; Red Bird)",1,1143,
"CH0097","Continental","CH0097-08947","Steen Mine (Steen Group; Steen Family; Lincoln; Liberty; Continental; Broken Hill; Red Bird)",1,1144,
"CH0097","Liberty","CH0097-10402","Steen Mine (Steen Group; Steen Family; Lincoln; Liberty; Continental; Broken Hill; Red Bird)",1,1145,
"CH0097","Lincoln","CH0097-10403","Steen Mine (Steen Group; Steen Family; Lincoln; Liberty; Continental; Broken Hill; Red Bird)",1,1146,
"CH0097","Red Bird","CH0097-10407","Steen Mine (Steen Group; Steen Family; Lincoln; Liberty; Continental; Broken Hill; Red Bird)",1,1147,
"CH0098","Merritt Mine","CH0098-06931","Merritt Mine",1,1148,
"CH0099","Steen Group","CH0099-01415","Broken Hill Mine (Steen Group)",1,1151,
"CH0099","Broken Hill Mine","CH0099-10406","Broken Hill Mine (Steen Group)",1,1152,
"CH0100","Brough Property","CH0100-01423","Bryan Mine (Brough Property)",1,1153,
"CH0100","Bryan Mine","CH0100-01467","Bryan Mine (Brough Property)",1,1154,
"CH0101","Snowstorm Prospects","CH0101-01422","Snowstorm Prospects (Brough Property)",1,1155,
"CH0101","Brough Property","CH0101-10117","Snowstorm Prospects (Brough Property)",1,1156,
"CH0102","White Rabbit Prospect","CH0102-12559","White Rabbit Prospect",1,1157,
"CH0103","Tin Cup Mine","CH0103-10869","Tin Cup Mine",1,1158,
"CH0104","Grubstake Mine","CH0104-04459","Grubstake Mine",1,1159,
"CH0105","Topham Placer","CH0105-10916","Topham Placer",1,1160,
"CH0106","High Bar Placer","CH0106-04744","High Bar Placer",1,1161,
"CH0107","Comeback Mine","CH0107-02237","Comeback Mine (Lead Star; Ridge)",1,1162,
"CH0107","Lead Star","CH0107-05926","Comeback Mine (Lead Star; Ridge)",1,1163,
"CH0107","Ridge","CH0107-09117","Comeback Mine (Lead Star; Ridge)",1,1164,
"CH0108","Slaughterhouse","CH0108-09948","Slaughterhouse",1,1165,
"CH0109","Yellowjacket Group","CH0109-03759","Gem (Yellowjacket Group)",1,1166,
"CH0109","Gem","CH0109-12805","Gem (Yellowjacket Group)",1,1167,
"CH0110","Copper Glance Mine","CH0110-02365","Copper Glance Mine (Idaho)",1,1168,
"CH0110","Idaho","CH0110-05043","Copper Glance Mine (Idaho)",1,1169,
"CH0111","Diamond Queen Mine","CH0111-02825","Diamond Queen Mine (Gold Bug)",1,1170,
"CH0111","Gold Bug","CH0111-03920","Diamond Queen Mine (Gold Bug)",1,1171,
"CH0112","Yellowjacket Group","CH0112-03853","Gladstone Gulch (Yellowjacket Group)",1,1172,
"CH0112","Gladstone Gulch","CH0112-12806","Gladstone Gulch (Yellowjacket Group)",1,1173,
"CH0113","Blue Jacket","CH0113-01174","Blue Jacket (Yellowjacket Group)",1,1174,
"CH0113","Yellowjacket Group","CH0113-12807","Blue Jacket (Yellowjacket Group)",1,1175,
"CH0114","Yellowjacket Group","CH0114-08450","Pitkin (Yellowjacket Group)",1,1178,
"CH0114","Pitkin","CH0114-12808","Pitkin (Yellowjacket Group)",1,1179,
"CH0115","Peterson Prospect","CH0115-08309","Peterson Prospect",1,1180,
"CH0116","Stibnite Prospect","CH0116-00308","Stibnite Prospect (Antimony Prospects)",1,1181,
"CH0116","Antimony Prospects","CH0116-10446","Stibnite Prospect (Antimony Prospects)",1,1182,
"CH0117","Howdy Dowdy Claim","CH0117-04969","Howdy Dowdy Claim",1,1183,
"CH0118","Golden Way Up","CH0118-04233","Kennedy Prospects (Joe Davis; Golden Way Up)",1,1184,
"CH0118","Joe Davis","CH0118-05471","Kennedy Prospects (Joe Davis; Golden Way Up)",1,1185,
"CH0118","Kennedy Prospects","CH0118-05649","Kennedy Prospects (Joe Davis; Golden Way Up)",1,1186,
"CH0119","Sugar Creek Antimony Prospect","CH0119-01283","Bonanza Prospect (Bonanza Ledge; Sugar Creek Antimony Prospect)",1,1187,
"CH0119","Bonanza Ledge","CH0119-01292","Bonanza Prospect (Bonanza Ledge; Sugar Creek Antimony Prospect)",1,1188,
"CH0119","Bonanza Prospect","CH0119-10502","Bonanza Prospect (Bonanza Ledge; Sugar Creek Antimony Prospect)",1,1189,
"CH0120","Madam Queen Prospect","CH0120-06592","Madam Queen Prospect",1,1190,
"CH0121","Kennedy Mica Ledge","CH0121-05646","Kennedy Mica Ledge",1,1191,
"CH0122","Oberbillig Deposit","CH0122-07811","Oberbillig Deposit",1,1192,
"CH0123","Nethken Prospects","CH0123-07490","Nethken Prospects (No Name)",1,1193,
"CH0123","No Name","CH0123-07601","Nethken Prospects (No Name)",1,1194,
"CH0124","Homestake Prospect","CH0124-04868","Homestake Prospect",1,1195,
"CH0125","Hard Climb Prospect","CH0125-04557","Hard Climb Prospect",1,1196,
"CH0126","Stibnite Mine","CH0126-10445","West End Mine (West End Creek Prospects; Stibnite Mine)",1,1197,
"CH0126","West End Creek Prospects","CH0126-12429","West End Mine (West End Creek Prospects; Stibnite Mine)",1,1198,
"CH0126","West End Mine","CH0126-12430","West End Mine (West End Creek Prospects; Stibnite Mine)",1,1199,
"CH0127","Yellow Pine Mine","CH0127-04365","Yellow Pine Mine (Hennessy Lode; Hennessy Camp Lode; Idaho Tungsten Mine; Great Northern)",1,1200,
"CH0127","Great Northern","CH0127-04671","Yellow Pine Mine (Hennessy Lode; Hennessy Camp Lode; Idaho Tungsten Mine; Great Northern)",1,1201,
"CH0127","Hennessy Camp Lode","CH0127-04672","Yellow Pine Mine (Hennessy Lode; Hennessy Camp Lode; Idaho Tungsten Mine; Great Northern)",1,1202,
"CH0127","Hennessy Lode","CH0127-05152","Yellow Pine Mine (Hennessy Lode; Hennessy Camp Lode; Idaho Tungsten Mine; Great Northern)",1,1203,
"CH0127","Idaho Tungsten Mine","CH0127-12800","Yellow Pine Mine (Hennessy Lode; Hennessy Camp Lode; Idaho Tungsten Mine; Great Northern)",1,1204,
"CH0128","Monday Prospect","CH0128-07154","Monday Prospect",1,1205,
"CH0129","Cinnabar","CH0129-02034","North Monday Prospect (Cinnabar)",1,1206,
"CH0129","North Monday Prospect","CH0129-07714","North Monday Prospect (Cinnabar)",1,1207,
"CH0130","Midnight Prospect","CH0130-06991","Midnight Prospect",1,1208,
"CH0131","North Tunnel Prospect","CH0131-07746","North Tunnel Prospect",1,1209,
"CH0132","Sulfide No. 10 Prospect","CH0132-10504","Sulfide No. 10 Prospect",1,1210,
"CH0133","Meadow Creek Mine","CH0133-06894","Meadow Creek Mine",1,1211,
"CH0134","Garnet Creek Prospect","CH0134-03741","Garnet Creek Prospect (Murray Prospect)",1,1212,
"CH0134","Murray Prospect","CH0134-07403","Garnet Creek Prospect (Murray Prospect)",1,1213,
"CH0135","Doris K. Prospect","CH0135-02942","Doris K. Prospect",1,1214,
"CH0136","Unnamed prospect","CH0136-11555","Unnamed prospect",1,1215,
"CH0137","Bonanza","CH0137-01274","Hermes Mine (Cinnabar; Bonanza; Smith; Pringle Smith; Monumental Tunnel)",1,1216,
"CH0137","Cinnabar","CH0137-02033","Hermes Mine (Cinnabar; Bonanza; Smith; Pringle Smith; Monumental Tunnel)",1,1217,
"CH0137","Hermes Mine","CH0137-04698","Hermes Mine (Cinnabar; Bonanza; Smith; Pringle Smith; Monumental Tunnel)",1,1218,
"CH0137","Monumental Tunnel","CH0137-07219","Hermes Mine (Cinnabar; Bonanza; Smith; Pringle Smith; Monumental Tunnel)",1,1219,
"CH0137","Pringle Smith","CH0137-08707","Hermes Mine (Cinnabar; Bonanza; Smith; Pringle Smith; Monumental Tunnel)",1,1220,
"CH0137","Smith","CH0137-09973","Hermes Mine (Cinnabar; Bonanza; Smith; Pringle Smith; Monumental Tunnel)",1,1221,
"CH0138","Unnamed prospect","CH0138-11677","Unnamed prospect",1,1222,
"CH0139","Doris K. No. 3 Prospect","CH0139-02941","Doris K. No. 3 Prospect",1,1223,
"CH0140","Hennessy Prospect","CH0140-04673","Silver Bow Prospect (Hennessy Prospect)",1,1224,
"CH0140","Silver Bow Prospect","CH0140-09657","Silver Bow Prospect (Hennessy Prospect)",1,1225,
"CH0141","Fern Mine","CH0141-03443","Fern Mine (Fern Quicksilver Mining Co.)",1,1226,
"CH0141","Fern Quicksilver Mining Co.","CH0141-03444","Fern Mine (Fern Quicksilver Mining Co.)",1,1227,
"CH0142","Buckbed","CH0142-01475","Bucks Bed Prospect (Buckbed)",1,1228,
"CH0142","Bucks Bed Prospect","CH0142-01493","Bucks Bed Prospect (Buckbed)",1,1229,
"CH0143","White Metal Prospect","CH0143-12547","White Metal Prospect",1,1230,
"CH0144","Vermillion Mine","CH0144-04486","Vermillion Mine (H.T. Abstein's Property)",1,1231,
"CH0144","H.T. Abstein's Property","CH0144-12177","Vermillion Mine (H.T. Abstein's Property)",1,1232,
"CH0145","Mountain Chief Prospect","CH0145-07313","Mountain Chief Prospect",1,1233,
"CH0146","Monumental Summit Rare-Earth Prospect","CH0146-07218","Monumental Summit Rare-Earth Prospect",1,1234,
"CH0147","Connector No. 3","CH0147-02288","Connector No. 3 (Fluorspar Mines)",1,1235,
"CH0147","Fluorspar Mines","CH0147-03536","Connector No. 3 (Fluorspar Mines)",1,1236,
"CH0148","Switchback","CH0148-10676","Switchback",1,1237,
"CH0149","East Fluorspar Lode","CH0149-03105","East Fluorspar Lode (N.E. Fluorspar)",1,1238,
"CH0149","N.E. Fluorspar","CH0149-07429","East Fluorspar Lode (N.E. Fluorspar)",1,1239,
"CH0150","Fluorspar Property","CH0150-03537","Fluorspar Property",1,1240,
"CH0151","Red Spar No. 2 Lode","CH0151-09022","Red Spar No. 2 Lode",1,1241,
"CH0152","Chamac","CH0152-01890","Red Spar Lode (Chamac; Red Spar Mine)",1,1242,
"CH0152","Crevice Diggings","CH0152-02523","Red Spar Lode (Chamac; Red Spar Mine)",1,1243,
"CH0152","Red Spar Lode","CH0152-09020","Red Spar Lode (Chamac; Red Spar Mine)",1,1244,
"CH0152","Red Spar Mine","CH0152-09021","Red Spar Lode (Chamac; Red Spar Mine)",1,1245,
"CH0152","Reid Placer Mine","CH0152-09055","Red Spar Lode (Chamac; Red Spar Mine)",1,1246,
"CH0152","Robinson","CH0152-09171","Red Spar Lode (Chamac; Red Spar Mine)",1,1247,
"CH0153","Red Spar Extension Lode","CH0153-09019","Red Spar Extension Lode (Red Spar No. 3 Extension)",1,1248,
"CH0153","Red Spar No. 3 Extension","CH0153-09023","Red Spar Extension Lode (Red Spar No. 3 Extension)",1,1249,
"CH0154","Purple Spar Extension Lode","CH0154-08783","Purple Spar Extension Lode (Purple Spar Nos. 3 and 4 Extension)",1,1250,
"CH0154","Purple Spar Nos. 3 and 4 Extension","CH0154-08787","Purple Spar Extension Lode (Purple Spar Nos. 3 and 4 Extension)",1,1251,
"CH0155","Purple Spar Lode","CH0155-08784","Purple Spar Lode",1,1252,
"CH0156","Purple Spar No. 2 Lode","CH0156-08785","Purple Spar No. 2 Lode",1,1253,
"CH0157","Purple Spar No. 4 Lode","CH0157-08786","Purple Spar No. 4 Lode",1,1254,
"CH0158","Lucky Herb Prospect","CH0158-06477","Lucky Herb Prospect",1,1255,
"CH0159","Stibnite-Barite Prospect","CH0159-00302","Meyers Cove Antimony (Antimony Lode; Lora-Eletha Claim; Stibnite-Barite Prospect; Golconda #2 Barite Prospect)",1,1256,
"CH0159","Antimony Lode","CH0159-03884","Meyers Cove Antimony (Antimony Lode; Lora-Eletha Claim; Stibnite-Barite Prospect; Golconda #2 Barite Prospect)",1,1257,
"CH0159","Golconda #2 Barite Prospect","CH0159-06323","Meyers Cove Antimony (Antimony Lode; Lora-Eletha Claim; Stibnite-Barite Prospect; Golconda #2 Barite Prospect)",1,1258,
"CH0159","Lora-Eletha Claim","CH0159-06946","Meyers Cove Antimony (Antimony Lode; Lora-Eletha Claim; Stibnite-Barite Prospect; Golconda #2 Barite Prospect)",1,1259,
"CH0159","Meyers Cove Antimony","CH0159-10449","Meyers Cove Antimony (Antimony Lode; Lora-Eletha Claim; Stibnite-Barite Prospect; Golconda #2 Barite Prospect)",1,1260,
"CH0160","Duck Creek Group","CH0160-00312","Antler Ridge Lode (Duck Creek Group)",1,1261,
"CH0160","Antler Ridge Lode","CH0160-03008","Antler Ridge Lode (Duck Creek Group)",1,1262,
"CH0161","Little Big Lead Prospect","CH0161-06104","Little Big Lead Prospect",1,1263,
"CH0162","Lode No. 4","CH0162-00638","Bear Trap Lode Mine (Lode No. 4; Beartrap)",1,1264,
"CH0162","Bear Trap Lode Mine","CH0162-00645","Bear Trap Lode Mine (Lode No. 4; Beartrap)",1,1265,
"CH0162","Beartrap","CH0162-06218","Bear Trap Lode Mine (Lode No. 4; Beartrap)",1,1266,
"CH0163","North Pit","CH0163-07715","North Vein Mine (North Pit)",1,1267,
"CH0163","North Vein Mine","CH0163-07747","North Vein Mine (North Pit)",1,1268,
"CH0164","Big Lead Lode Mine","CH0164-00861","Big Lead Lode Mine",1,1269,
"CH0165","Morning Sun Lode","CH0165-07278","Morning Sun Lode (Seaforth Mine)",1,1270,
"CH0165","Seaforth Mine","CH0165-09489","Morning Sun Lode (Seaforth Mine)",1,1271,
"CH0166","Lode No. 8","CH0166-06219","Powderhouse Lead Lode (Lode No. 8)",1,1272,
"CH0166","Powderhouse Lead Lode","CH0166-08671","Powderhouse Lead Lode (Lode No. 8)",1,1273,
"CH0167","Meyers Cove Fluorspar","CH0167-06947","Meyers Cove Fluorspar",1,1274,
"CH0168","South Lead Lode","CH0168-10199","South Vein (South Lead Lode; Vein No. 3)",1,1275,
"CH0168","South Vein","CH0168-10231","South Vein (South Lead Lode; Vein No. 3)",1,1276,
"CH0168","Vein No. 3","CH0168-12164","South Vein (South Lead Lode; Vein No. 3)",1,1277,
"CH0169","Anderson Lode Mine","CH0169-00273","Anderson Lode Mine",1,1278,
"CH0170","Crystle No. 1 Lode","CH0170-02573","Crystle No. 1 Lode (Crystle Nos. 1-17, 23-26)",1,1279,
"CH0170","Crystle Nos. 1-17, 23-26","CH0170-02574","Crystle No. 1 Lode (Crystle Nos. 1-17, 23-26)",1,1280,
"CH0171","M and M Mine","CH0171-06565","M and M Mine",1,1281,
"CH0172","Chamac Camp Lode Mine","CH0172-01891","Chamac Camp Lode Mine (Fluorspar Gulch)",1,1282,
"CH0172","Fluorspar Gulch","CH0172-03535","Chamac Camp Lode Mine (Fluorspar Gulch)",1,1283,
"CH0173","Hard Scrabble","CH0173-04561","Hardscrabble Mine (Hard Scrabble)",1,1284,
"CH0173","Hardscrabble Mine","CH0173-04570","Hardscrabble Mine (Hard Scrabble)",1,1285,
"CH0174","Outlook Claim","CH0174-08031","Outlook Claim",1,1286,
"CH0175","Ramshorn Mine","CH0175-08893","Ramshorn Mine",1,1287,
"CH0176","West Side Claim","CH0176-12463","West Side Claim",1,1288,
"CH0177","Columbus Claim","CH0177-02226","Columbus Claim",1,1289,
"CH0178","Chuck Creek","CH0178-01994","Chuck Creek",1,1290,
"CH0179","Republican Group Mine","CH0179-09069","Republican Group Mine",1,1291,
"CH0180","Bulldog Prospect","CH0180-01530","Bulldog Prospect (Ivanhoe)",1,1292,
"CH0180","Ivanhoe","CH0180-05348","Bulldog Prospect (Ivanhoe)",1,1293,
"CH0181","Unnamed prospect","CH0181-11508","Unnamed prospect",1,1294,
"CH0182","Capitol State Claim","CH0182-01744","Capitol State Claim",1,1295,
"CH0183","Unnamed prospect","CH0183-11571","Unnamed prospect",1,1296,
"CH0184","Dowling Quartz Prospect","CH0184-02962","Dowling Quartz Prospect",1,1297,
"CH0185","Porphyry Peak Claim","CH0185-08633","Porphyry Peak Claim",1,1298,
"CH0186","Unnamed prospect","CH0186-11552","Unnamed prospect",1,1299,
"CH0187","Unnamed prospect","CH0187-11574","Unnamed prospect",1,1300,
"CH0188","Unnamed prospect","CH0188-11550","Unnamed prospect",1,1301,
"CH0189","Unnamed prospects","CH0189-11982","Unnamed prospects",1,1302,
"CH0190","Greyhound Mine","CH0190-04411","Greyhound Mine",1,1303,
"CH0191","General Grant Claim","CH0191-03784","General Grant Claim (Greyhound Group)",1,1304,
"CH0192","Brown Bear Prospect","CH0192-01435","Brown Bear Prospect",1,1305,
"CH0193","Moonshine Prospect","CH0193-07227","Moonshine Prospect",1,1306,
"CH0194","Opal Creek Placer","CH0194-07941","Opal Creek Placer",1,1307,
"CH0195","Old Tracy","CH0195-07896","Old Tracy",1,1308,
"CH0196","Shiney B No. 13","CH0196-09587","Shiney B No. 13",1,1309,
"CH0197","Unnamed prospects","CH0197-11969","Unnamed prospects",1,1310,
"CH0198","Josephus Silver Claim","CH0198-05533","Josephus Silver Claim",1,1311,
"CH0199","Float Creek Claims","CH0199-03515","Josephus Group (Float Creek Claims)",1,1312,
"CH0199","Josephus Group","CH0199-05532","Josephus Group (Float Creek Claims)",1,1313,
"CH0200","Burns Property","CH0200-01581","Silver Bell Extension (Burns Property; Lakeview Prospect; Parkin Group)",1,1314,
"CH0200","Lakeview Prospect","CH0200-05806","Silver Bell Extension (Burns Property; Lakeview Prospect; Parkin Group)",1,1315,
"CH0200","Parkin Group","CH0200-08162","Silver Bell Extension (Burns Property; Lakeview Prospect; Parkin Group)",1,1316,
"CH0200","Silver Bell Extension","CH0200-09645","Silver Bell Extension (Burns Property; Lakeview Prospect; Parkin Group)",1,1317,
"CH0201","Burns Group","CH0201-01579","Silver Bell Group (Burns Group; Lucky Boy; Day No. 1)",1,1318,
"CH0201","Day No. 1","CH0201-02677","Silver Bell Group (Burns Group; Lucky Boy; Day No. 1)",1,1319,
"CH0201","Lucky Boy","CH0201-06432","Silver Bell Group (Burns Group; Lucky Boy; Day No. 1)",1,1320,
"CH0201","Silver Bell Group","CH0201-09646","Silver Bell Group (Burns Group; Lucky Boy; Day No. 1)",1,1321,
"CH0202","Mountain Dew Claim","CH0202-07316","Mountain Dew Claim",1,1322,
"CH0203","Unnamed prospect","CH0203-11491","Unnamed prospect",1,1323,
"CH0204","Hi-Moon Claims","CH0204-04715","Hi-Moon Claims",1,1324,
"CH0205","Unnamed prospect","CH0205-11503","Unnamed prospect",1,1325,
"CH0206","Colleen Group","CH0206-02195","Colleen Group",1,1326,
"CH0207","Colleen No. 10","CH0207-02196","Colleen No. 10",1,1327,
"CH0208","Clark Colleen Claims","CH0208-02055","Clark Colleen Claims (Collister Property)",1,1328,
"CH0208","Collister Property","CH0208-02197","Clark Colleen Claims (Collister Property)",1,1329,
"CH0209","Star Mine","CH0209-04403","Star Mine (Seagraves Mine; Lone Star Mine; Silver King Prospect; Grey Eagle Mine)",1,1330,
"CH0209","Grey Eagle Mine","CH0209-06273","Star Mine (Seagraves Mine; Lone Star Mine; Silver King Prospect; Grey Eagle Mine)",1,1331,
"CH0209","Lone Star Mine","CH0209-09490","Star Mine (Seagraves Mine; Lone Star Mine; Silver King Prospect; Grey Eagle Mine)",1,1332,
"CH0209","Seagraves Mine","CH0209-09756","Star Mine (Seagraves Mine; Lone Star Mine; Silver King Prospect; Grey Eagle Mine)",1,1333,
"CH0209","Silver King Prospect","CH0209-10363","Star Mine (Seagraves Mine; Lone Star Mine; Silver King Prospect; Grey Eagle Mine)",1,1334,
"CH0210","Unnamed prospect","CH0210-11510","Unnamed prospect",1,1335,
"CH0211","Unnamed prospect","CH0211-11511","Unnamed prospect",1,1336,
"CH0212","Enterprise Mine","CH0212-03306","Enterprise Mine",1,1337,
"CH0244","Black Jack","CH0244-01071","Blackjack Mine (Black Jack)",1,1383,
"CH0245","Idaho Prospect","CH0245-05129","Idaho Prospect",1,1384,
"CH0246","Bacon Group","CH0246-00471","Bacon Group",1,1385,
"CH0247","Lead-Metals Mine","CH0247-05928","Lead-Metals Mine",1,1386,
"CH0248","Lemp Group","CH0248-05972","Lemp Group",1,1387,
"CH0249","Golconda Group","CH0249-03896","Golconda Group",1,1388,
"CH0250","Unnamed prospect","CH0250-11499","Unnamed prospect",1,1389,
"CH0251","Happy Day","CH0251-04542","Mountain King Mine (Silver Streak; Happy Day; King)",1,1390,
"CH0251","King","CH0251-05696","Mountain King Mine (Silver Streak; Happy Day; King)",1,1391,
"CH0251","Mountain King Mine","CH0251-07328","Mountain King Mine (Silver Streak; Happy Day; King)",1,1392,
"CH0251","Silver Streak","CH0251-09849","Mountain King Mine (Silver Streak; Happy Day; King)",1,1393,
"CH0252","Mahan Mine","CH0252-06615","Mahan Mine",1,1394,
"CH0253","Old Timer Prospect","CH0253-07893","Old Timer Prospect",1,1395,
"CH0254","Badger Lode Prospect","CH0254-00486","Badger Lode Prospect",1,1396,
"CH0255","Unnamed prospect","CH0255-11635","Unnamed prospect",1,1397,
"CH0256","Singer Mine","CH0256-09904","Singer Mine",1,1398,
"CH0257","Unnamed prospect","CH0257-11634","Unnamed prospect",1,1399,
"CH0258","Castro Prospect","CH0258-01823","Castro Prospect",1,1400,
"CH0259","16-to-1 Prospect","CH0259-00005","Sixteen to One Prospect (16-to-1 Prospect)",1,1401,
"CH0259","Sixteen to One Prospect","CH0259-09919","Sixteen to One Prospect (16-to-1 Prospect)",1,1402,
"CH0260","16-to-1 Group","CH0260-00004","Sixteen to One Group (16-to-1 Group)",1,1403,
"CH0260","Sixteen to One Group","CH0260-09918","Sixteen to One Group (16-to-1 Group)",1,1404,
"CH0261","Unnamed prospect","CH0261-11675","Unnamed prospect",1,1405,
"CH0262","Stella","CH0262-05291","Iron Blossom Claim (Stella)",1,1406,
"CH0262","Iron Blossom Claim","CH0262-10411","Iron Blossom Claim (Stella)",1,1407,
"CH0263","Williamson Mine","CH0263-12637","Williamson Mine",1,1408,
"CH0264","Unnamed prospect","CH0264-11551","Unnamed prospect",1,1409,
"CH0265","Williamson-Phontas Prospect","CH0265-08332","Phonta-Williamson Mine (Williamson-Phontas Prospect)",1,1410,
"CH0265","Phonta-Williamson Mine","CH0265-12638","Phonta-Williamson Mine (Williamson-Phontas Prospect)",1,1411,
"CH0266","Unnamed prospect","CH0266-11481","Unnamed prospect",1,1412,
"CH0267","Pinyon Silver No. 3","CH0267-08423","Pinyon Silver No. 3",1,1413,
"CH0268","Last Dollar Claim","CH0268-05889","Last Dollar Claim",1,1414,
"CH0269","Juanita","CH0269-05536","Pinyon Silver Nos. 1 and 2 (Juanita)",1,1415,
"CH0269","Pinyon Silver Nos. 1 and 2","CH0269-08424","Pinyon Silver Nos. 1 and 2 (Juanita)",1,1416,
"CH0270","Unnamed prospect","CH0270-11480","Unnamed prospect",1,1417,
"CH0271","Francisco Claim","CH0271-03606","Francisco Claim",1,1418,
"CH0272","Unnamed prospect","CH0272-11504","Unnamed prospect",1,1419,
"CH0273","Unnamed prospect","CH0273-11641","Unnamed prospect",1,1420,
"CH0274","P-W Nos. 83 and 84","CH0274-08071","P-W Nos. 83 and 84",1,1421,
"CH0275","Unnamed prospect","CH0275-11632","Unnamed prospect",1,1422,
"CH0276","Unnamed prospect","CH0276-11597","Unnamed prospect",1,1423,
"CH0277","Do-J No. 1","CH0277-02907","Do-J No. 1",1,1424,
"CH0278","Unnamed prospect","CH0278-11595","Unnamed prospect",1,1425,
"CH0279","Effa Prospect","CH0279-03171","Effa Prospect",1,1426,
"CH0280","Lost Packer Mine","CH0280-06355","Lost Packer Mine",1,1427,
"CH0281","Unnamed prospect","CH0281-11587","Unnamed prospect",1,1428,
"CH0282","Unnamed prospect","CH0282-11578","Unnamed prospect",1,1429,
"CH0283","South Packer Prospect","CH0283-10217","South Packer Prospect",1,1430,
"CH0284","Unnamed prospect","CH0284-11602","Unnamed prospect",1,1431,
"CH0285","Unnamed prospect","CH0285-11608","Unnamed prospect",1,1432,
"CH0286","Unnamed prospect","CH0286-11505","Unnamed prospect",1,1433,
"CH0287","Unnamed prospect","CH0287-11573","Unnamed prospect",1,1434,
"CH0288","Sunrise Claim","CH0288-06939","Sunrise Claim (Metcalf; Waneta)",1,1435,
"CH0288","Waneta","CH0288-10584","Sunrise Claim (Metcalf; Waneta)",1,1436,
"CH0288","Metcalf","CH0288-12303","Sunrise Claim (Metcalf; Waneta)",1,1437,
"CH0289","Sunrise Group","CH0289-06342","Lost Eagle Claim (Waneta; Sunrise Group; Lost Eagle Shaft)",1,1438,
"CH0289","Waneta","CH0289-06343","Lost Eagle Claim (Waneta; Sunrise Group; Lost Eagle Shaft)",1,1439,
"CH0289","Lost Eagle Claim","CH0289-10586","Lost Eagle Claim (Waneta; Sunrise Group; Lost Eagle Shaft)",1,1440,
"CH0289","Lost Eagle Shaft","CH0289-12304","Lost Eagle Claim (Waneta; Sunrise Group; Lost Eagle Shaft)",1,1441,
"CH0290","Blue Bird Claim","CH0290-01135","Blue Bird Claim",1,1442,
"CH0291","Metcalf Mine","CH0291-06940","Metcalf Mine",1,1443,
"CH0292","Unnamed prospect","CH0292-11519","Unnamed prospect",1,1444,
"CH0293","Unnamed prospect","CH0293-11560","Unnamed prospect",1,1445,
"CH0294","Unnamed prospect","CH0294-11618","Unnamed prospect",1,1446,
"CH0295","Unnamed prospect","CH0295-11619","Unnamed prospect",1,1447,
"CH0296","Unnamed prospect","CH0296-11621","Unnamed prospect",1,1448,
"CH0297","Unnamed prospect","CH0297-11624","Unnamed prospect",1,1449,
"CH0298","Unnamed prospect","CH0298-11528","Unnamed prospect",1,1450,
"CH0299","Unnamed prospect","CH0299-11592","Unnamed prospect",1,1451,
"CH0300","Unnamed prospect","CH0300-11591","Unnamed prospect",1,1452,
"CH0301","Unnamed prospect","CH0301-11590","Unnamed prospect",1,1453,
"CH0302","New York Mine","CH0302-07553","New York Mine",1,1454,
