"SequenceNumber","Location_type","lon_WGS84","lat_WGS84"
"EC0289",0,-115.333607943,45.2106307155
"EC0290",0,-115.345808265,45.20903063879999
"EC0291",3,-115.346778286,45.2085806346
"EC0292",0,-115.339408091,45.2095306811
"EC0293",0,-115.334707947,45.2087307191
"EC0294",0,-115.325007673,45.2087307877
"EC0295",0,-115.320507553,45.2092308165
"EC0296",0,-115.346908225,45.2040306611
"EC0297",3,-115.346678105,45.19604071089999
"EC0298",0,-115.34390799,45.1934307463
"EC0299",0,-115.343907939,45.18983076809999
"EC0300",0,-115.222705254,45.2420313111
"EC0301",0,-115.25190606,45.24063111349999
"EC0302",0,-115.246105774,45.23203120559999
"EC0303",0,-115.275806551,45.22763102219999
"EC0304",0,-115.269406375,45.2279310656
"EC0305",0,-115.264706167,45.2226311304
"EC0306",0,-115.271106339,45.22203108879999
"EC0307",0,-115.262706086,45.2209311547
"EC0308",0,-115.268306229,45.2198311218
"EC0309",0,-115.261406023,45.21903117519999
"EC0310",0,-115.270006246,45.21763112289999
"EC0311",0,-115.267206154,45.2167311481
"EC0312",3,-115.259735961,45.2180111931
"EC0313",0,-115.257205865,45.2162312216
"EC0314",0,-115.246405602,45.21923127989999
"EC0315",0,-115.251405728,45.2181312512
"EC0316",0,-115.246405555,45.21593129959999
"EC0317",0,-115.259405907,45.21483121449999
"EC0318",0,-115.255005763,45.213431254
"EC0319",0,-115.249405593,45.2126312983
"EC0320",0,-115.247205511,45.2112313222
"EC0321",3,-115.248945569,45.2118513062
"EC0322",0,-115.25940586,45.2115312343
"EC0323",0,-115.266606071,45.2120311805
"EC0324",0,-115.271106178,45.2106311571
"EC0325",0,-115.241605338,45.2101313683
"EC0326",0,-115.243005353,45.2084313686
"EC0327",0,-115.245805428,45.20813135069999
"EC0328",0,-115.23720517,45.2070314179
"EC0329",0,-115.241405277,45.2062313931
"EC0330",0,-115.245505393,45.20623136419999
"EC0331",0,-115.260805856,45.208431243
"EC0332",0,-115.250805543,45.20623132679999
"EC0333",3,-115.253025588,45.20499131859999
"EC0334",0,-115.237205115,45.20313144129999
"EC0335",0,-115.257705691,45.202931298
"EC0336",0,-115.279406284,45.2015311533
"EC0337",0,-115.263005735,45.1954313058
"EC0338",0,-115.265505746,45.1912313135
"EC0339",0,-115.234104879,45.19263152649999
"EC0340",0,-115.213904586,45.21233155029999
"EC0341",0,-115.213604542,45.20983156739999
"EC0342",3,-115.404759273,45.16281050169999
"EC0343",0,-115.403609194,45.1595305299
"EC0344",3,-115.407969329,45.1604104936
"EC0345",0,-115.403609167,45.1576305416
"EC0346",0,-115.387208712,45.1581306547
"EC0347",0,-115.400509064,45.1565305703
"EC0348",3,-115.392868811,45.153820641
"EC0349",0,-115.408609242,45.15293053489999
"EC0350",3,-115.394978794,45.1484406591
"EC0351",0,-115.394708806,45.1498306524
"EC0352",0,-115.39220872,45.14873067689999
"EC0353",0,-115.403908963,45.1426306316
"EC0354",0,-115.405008944,45.13903064589999
"EC0355",3,-115.402928771,45.1309907103
"EC0356",0,-115.40360886,45.135930675
"EC0357",0,-115.383008284,45.136230819
"EC0358",3,-115.403548828,45.133730689
"EC0359",0,-115.401608714,45.1295307287
"EC0360",3,-115.408248869,45.1273206953
"EC0361",3,-115.429139077,45.1003907147
"EC0362",3,-115.403028538,45.11427081319999
"EC0363",3,-115.423909094,45.1120406792
"EC0364",0,-115.357707964,45.1640308274
"EC0365",0,-115.366908054,45.1520308357
"EC0366",3,-115.346847449,45.14927099449999
"EC0367",0,-115.352707395,45.1337310487
"EC0368",0,-115.370007874,45.13313093009999
"EC0369",3,-115.34446691,45.1158412176
"EC0370",0,-115.358307295,45.1154311224
"EC0371",0,-115.35190711,45.11513116939999
"EC0372",0,-115.383908003,45.1145309469
"EC0374",0,-115.351907059,45.1115311918
"EC0375",0,-115.453909283,45.0656307576
"EC0376",0,-115.445209016,45.06403082929999
"EC0377",0,-115.451409112,45.0584308208
"EC0378",0,-115.431408714,45.0701308886
"EC0379",0,-115.423908455,45.0667309631
"EC0380",0,-115.394707723,45.0731311294
"EC0381",0,-115.401107888,45.072031091
"EC0382",0,-115.404407985,45.07233106579999
"EC0383",0,-115.401407835,45.0676311166
"EC0384",0,-115.404107898,45.0667311032
"EC0385",0,-115.406407932,45.0645311008
"EC0386",0,-115.413008082,45.06203106989999
"EC0387",0,-115.413308051,45.0592310855
"EC0388",3,-115.409447878,45.05462114199999
"EC0389",0,-115.41550809,45.05763108009999
"EC0390",3,-115.41693808,45.05400109289999
"EC0391",3,-115.417128079,45.0535710943
"EC0392",0,-115.4230082,45.0504310726
"EC0393",0,-115.396107474,45.0526312489
"EC0394",0,-115.40610772,45.0501311941
"EC0395",0,-115.407507732,45.04813119689999
"EC0396",0,-115.393607325,45.0470313021
"EC0397",3,-115.403687527,45.0412112679
"EC0398",3,-115.420538028,45.0431411364
"EC0399",3,-115.4157878,45.03646121249999
"EC0400",3,-115.379696673,45.02844151879999
"EC0401",3,-114.289570571,45.3735770334
"EC0402",3,-114.291340612,45.37289702499999
"EC0403",3,-114.295010686,45.3706770123
"EC0404",3,-114.277110145,45.36849714669999
"EC0405",3,-114.298240761,45.3694469971
"EC0406",3,-114.296340686,45.3678970187
"EC0407",3,-114.297270765,45.37174699089999
"EC0408",0,-114.303880863,45.3651369825
"EC0409",0,-114.310181024,45.3637369473
"EC0410",3,-114.290540554,45.37036704459999
"EC0411",0,-114.306880906,45.36203697929999
"EC0412",0,-114.292180536,45.3656370597
"EC0413",0,-114.294980575,45.3626370573
"EC0414",0,-114.290480416,45.3604371004
"EC0415",3,-114.282000121,45.3565971798
"EC0416",3,-114.276489936,45.3545972286
"EC0417",0,-114.287980237,45.3526371611
"EC0418",0,-114.28298003,45.3479372216
"EC0419",0,-114.269379599,45.34483733179999
"EC0420",0,-114.33217861,45.1415380873
"EC0421",0,-114.336378714,45.1404380653
"EC0422",0,-114.326378403,45.1384381455
"EC0423",0,-114.343878817,45.13233806309999
"EC0424",3,-114.370779574,45.1317778829
"EC0425",0,-114.355179113,45.1304379975
"EC0426",0,-114.354079058,45.12873801529999
"EC0427",0,-114.367479424,45.12763793049999
"EC0428",0,-114.352979008,45.1273380313
"EC0429",0,-114.33827859,45.1273381315
"EC0430",0,-114.336078498,45.1251381598
"EC0431",0,-114.339378587,45.12483813919999
"EC0432",0,-114.350778907,45.12453806329999
"EC0433",3,-114.34799881,45.12316809049999
"EC0434",0,-114.351878913,45.1226380673
"EC0435",0,-114.362179186,45.1212380055
"EC0436",0,-114.350478846,45.120638089
"EC0437",3,-114.30188754,45.1262283862
"EC0438",3,-114.323838108,45.12205826189999
"EC0439",0,-114.347978753,45.11903811569999
"EC0440",3,-114.338868478,45.11783818519999
"EC0441",3,-114.341758547,45.11690817109999
"EC0442",0,-114.344078589,45.1151381661
"EC0443",3,-114.315197726,45.11202838179999
"EC0444",0,-115.875034735,45.9945227031
"EC0445",0,-115.863333997,45.96762291029999
"EC0446",0,-115.868634123,45.9659228793
"EC0447",0,-115.961936708,45.96122221869999
"EC0448",3,-115.978347011,45.95032214859999
"EC0449",0,-115.897734527,45.9376227967
"EC0450",0,-115.858033147,45.9209231637
"EC0451",0,-115.943635586,45.9212225373
"EC0452",0,-115.964736193,45.9217223807
"EC0453",3,-115.883632853,45.8525832995
"EC0454",3,-115.909353222,45.82835322859999
"EC0455",0,-115.880232557,45.83922338839999
"EC0456",0,-115.885532675,45.8370233604
"EC0457",3,-115.93792411,45.8335129952
"EC0458",0,-115.949134348,45.8281229394
"EC0459",3,-115.988895597,45.83621260979999
"EC0460",0,-115.962734739,45.8284228387
"EC0461",0,-115.964134715,45.8242228488
"EC0462",0,-115.817230404,45.8148239648
"EC0463",0,-115.958034187,45.8004230094
"EC0464",0,-115.899732305,45.78512350979999
"EC0465",0,-115.936632921,45.7562233841
"EC0466",3,-115.812218808,45.7167644869
"EC0467",0,-115.541124838,45.9696252396
"EC0468",3,-115.549295065,45.96918518259999
"EC0469",3,-115.671148399,45.9595343448
"EC0470",0,-115.645227487,45.9479245855
"EC0471",0,-115.735229767,45.9287240211
"EC0472",0,-115.637226895,45.92342475589999
"EC0473",0,-115.644127075,45.9223247111
"EC0474",0,-115.608906108,45.9248049544
"EC0475",0,-115.611936145,45.9214949477
"EC0476",0,-115.60892596,45.9148250003
"EC0477",0,-115.617726186,45.9131249446
"EC0478",3,-115.63110644,45.9045448877
"EC0479",0,-115.62832627,45.8984249363
"EC0480",0,-115.635226455,45.8976248901
"EC0481",0,-115.628816261,45.89689493989999
"EC0482",0,-115.634155905,45.86260506249999
"EC0483",0,-115.599124891,45.8615253207
"EC0484",0,-115.594724568,45.84812541599999
"EC0485",0,-115.634125662,45.8462251406
"EC0486",0,-115.666956567,45.8442149128
"EC0487",3,-115.667826659,45.8487848847
"EC0488",3,-115.663326374,45.8381549681
"EC0489",0,-115.650026073,45.843425039
"EC0490",3,-115.693517278,45.8412347349
"EC0491",3,-115.683296998,45.8419148056
"EC0492",3,-115.673626671,45.8384548921
"EC0493",3,-115.629435388,45.8367652197
"EC0494",3,-115.656656167,45.8370450216
"EC0495",3,-115.524712267,45.8273260199
"EC0496",0,-115.651125862,45.8270251097
"EC0497",3,-115.602444581,45.8341154272
"EC0498",0,-115.617524778,45.8184253938
"EC0499",0,-115.599124107,45.8084255749
"EC0500",0,-115.590523821,45.8056256505
"EC0501",3,-115.65693597,45.8231550863
"EC0502",0,-115.656265814,45.8139051358
"EC0503",0,-115.639725366,45.815425248
"EC0504",3,-115.632765167,45.8153852985
"EC0505",3,-115.710547549,45.8268146808
"EC0506",0,-115.654715747,45.8123251547
"EC0507",3,-115.6880867,45.81258491209999
"EC0508",0,-115.682726495,45.8090249682
"EC0509",3,-115.689586663,45.8072149273
"EC0510",3,-115.694516796,45.8067548939
"EC0511",3,-115.696856824,45.80413488969999
"EC0512",3,-115.685216494,45.8041949736
"EC0513",3,-115.652005306,45.7877352939
"EC0514",3,-115.660355508,45.7852952455
"EC0515",3,-115.622464514,45.7909454915
"EC0516",3,-115.671105757,45.7814951865
"EC0518",0,-115.637524732,45.77672545239999
"EC0519",3,-115.641074835,45.7768554261
"EC0520",0,-115.605823946,45.7845456428
"EC0521",0,-115.59443345,45.7728857821
"EC0522",3,-115.615223967,45.767845657
"EC0523",0,-115.420020585,45.9159263562
"EC0524",0,-115.494422562,45.90592586739999
"EC0525",3,-115.484152097,45.8942659955
"EC0526",0,-115.436120718,45.8937263433
"EC0527",0,-115.449421093,45.8934262491
"EC0528",3,-115.450261101,45.8923262482
"EC0529",0,-115.450221026,45.8873262718
"EC0530",0,-115.473021644,45.8851261182
"EC0531",3,-115.453930947,45.8747563039
"EC0532",0,-115.45082079,45.870126348
"EC0533",3,-115.53316307,45.86548577759999
"EC0534",0,-115.51002197,45.8356260859
"EC0535",0,-115.501421668,45.8317261664
"EC0536",3,-115.541102772,45.82991588949999
"EC0537",0,-115.544992865,45.8287158673
"EC0538",0,-115.533022475,45.8254259692
"EC0539",0,-115.508321758,45.8245261513
"EC0540",0,-115.533022409,45.82092599089999
"EC0541",3,-115.530382369,45.8232859985
"EC0542",3,-115.526932252,45.8220460293
"EC0543",0,-115.531922226,45.8106260484
"EC0544",3,-115.559372984,45.80899585869999
"EC0545",0,-115.552722779,45.8079259117
"EC0546",3,-115.72860642,45.7156550982
"EC0547",3,-115.501931332,45.8078862773
"EC0548",0,-115.553642558,45.7911259867
"EC0549",3,-115.551932241,45.77288608809999
"EC0550",3,-115.509641243,45.7868763239
"EC0551",3,-115.046918678,45.8309394126
"EC0552",3,-115.060528918,45.820659365
"EC0553",0,-115.21391289,45.7923284122
"EC0554",0,-115.334986629,45.8117674552
"EC0555",0,-115.308615828,45.8084276596
"EC0556",0,-115.325016191,45.8012275772
"EC0557",0,-115.332266314,45.7955275529
"EC0558",0,-115.304715486,45.7926277637
"EC0559",0,-115.310825484,45.7805177788
"EC0560",0,-115.279734504,45.7741680315
"EC0561",3,-115.297994868,45.7633379542
"EC0562",3,-115.308595058,45.75565791619999
"EC0563",0,-115.315785117,45.74561791439999
"EC0564",3,-115.371097229,45.7823273394
"EC0565",3,-115.387757533,45.7706572771
"EC0566",3,-115.39498754,45.7570472922
"EC0567",0,-115.396417476,45.7498273175
"EC0568",0,-115.475019682,45.7476267653
"EC0569",3,-115.401377507,45.7423273191
"EC0570",3,-115.39664732,45.7387173708
"EC0571",3,-115.405537435,45.7292673542
"EC0572",0,-115.39021698,45.7279274704
"EC0573",0,-115.404717359,45.7256273782
"EC0574",0,-115.40021724,45.7262274074
"EC0575",3,-115.389987009,45.7303874598
"EC0576",0,-115.351115753,45.7201277887
"EC0577",0,-115.376416432,45.7173276219
"EC0578",3,-115.381096525,45.7145476024
"EC0579",3,-115.399706974,45.7089974972
"EC0580",0,-115.370816063,45.70292773409999
"EC0581",0,-115.376116137,45.69762772289999
"EC0582",0,-115.373916006,45.69292776229999
"EC0583",0,-115.397216608,45.6887276171
"EC0584",0,-115.386916249,45.68422771349999
"EC0585",0,-115.471929605,45.7484367834
"EC0586",0,-115.178910542,45.6992291188
"EC0587",0,-115.248312131,45.6723287616
"EC0588",0,-115.336914726,45.67732810539999
"EC0589",0,-115.342214526,45.6531281909
"EC0590",0,-115.381414916,45.6031281701
"EC0591",0,-115.513319394,45.65342696579999
"EC0592",0,-115.512219274,45.6473270051
"EC0593",0,-115.517519331,45.64092700019999
"EC0594",3,-115.522489315,45.63010702059999
"EC0595",0,-115.541619833,45.62842689199999
"EC0596",3,-115.515539053,45.6256570935
"EC0597",0,-115.531619477,45.6234269898
"EC0598",0,-115.521119147,45.62122707659999
"EC0599",0,-115.531919388,45.6167270226
"EC0600",0,-115.537519478,45.61202700699999
"EC0601",0,-115.556379973,45.6092668861
"EC0602",3,-115.545679589,45.6037369918
"EC0603",3,-115.548979661,45.6022769758
"EC0604",0,-115.524418897,45.5976271764
"EC0605",0,-115.545819338,45.586227083
"EC0606",0,-115.527218701,45.57872725599999
"EC0607",0,-115.541119043,45.57512717549999
"EC0608",0,-115.533018725,45.5690272659
"EC0609",0,-115.534748666,45.56160729299999
"EC0610",0,-115.540518414,45.5329274054
"EC0611",0,-115.663324003,45.6773257644
"EC0612",0,-115.680024151,45.655125758
"EC0613",0,-115.683924356,45.6615256968
"EC0614",0,-115.642722987,45.647926064
"EC0615",3,-115.682663975,45.6380158275
"EC0616",3,-115.681913955,45.6380958325
"EC0617",0,-115.705823565,45.5651260446
"EC0618",0,-115.712723707,45.5615260141
"EC0619",0,-115.688922726,45.54042629889999
"EC0620",0,-115.677222354,45.5376263983
"EC0621",0,-115.679422311,45.5304264213
"EC0622",0,-115.639421198,45.53172670209999
"EC0623",0,-115.716123186,45.5192262178
"EC0624",0,-115.763624497,45.5170258871
"EC0625",3,-115.614709852,45.48726712169999
"EC0626",0,-115.65252081,45.47952689269999
"EC0627",0,-115.596419163,45.47542731799999
"EC0628",0,-115.643020283,45.4617270593
"EC0629",0,-115.778624135,45.4631260755
"EC0630",3,-115.729432455,45.44315654139999
"EC0631",0,-115.691620928,45.4115269912
"EC0632",3,-115.620818483,45.38065767459999
"EC0633",0,-115.591617549,45.37312792669999
"EC0634",0,-115.706621006,45.387627019
"EC0635",0,-115.716121225,45.38422697009999
"EC0636",0,-115.902230247,45.64152421959999
"EC0637",0,-115.94163114,45.6265240116
"EC0638",0,-115.954131222,45.6081240176
"EC0639",0,-115.943330925,45.608724093
"EC0640",0,-115.881428267,45.5470248722
"EC0641",0,-115.995831413,45.54122407249999
"EC0642",0,-115.995531114,45.52152418199999
"EC0643",0,-115.991130875,45.51372425669999
"EC0644",3,-115.991110809,45.50926428139999
"EC0645",0,-115.987230625,45.50422433729999
"EC0646",0,-115.998330901,45.5017242703
"EC0647",0,-115.985530439,45.4948244014
"EC0648",0,-115.991430422,45.48232442769999
"EC0649",0,-115.962229378,45.46732472319999
"EC0650",3,-115.962209297,45.46183475399999
"EC0651",0,-115.90612769,45.4601251703
"EC0653",0,-115.928628162,45.4490250693
"EC0654",0,-115.939128486,45.4509249825
"EC0655",0,-115.948028733,45.4506249196
"EC0656",3,-115.992840157,45.4615945328
"EC0657",0,-115.984729435,45.42792478099999
"EC0658",0,-115.986929337,45.4170248268
"EC0659",0,-115.97052864,45.4009250375
"EC0660",0,-115.975828485,45.3801251181
"EC0661",0,-115.910226552,45.37422562739999
"EC0662",0,-115.916926688,45.3706255996
"EC0663",0,-115.855225983,45.44152564279999
"EC0664",0,-115.857726012,45.4387256405
"EC0665",0,-115.849725746,45.435925714
"EC0666",3,-115.859805916,45.42813568499999
"EC0667",3,-115.863336051,45.43050564609999
"EC0668",3,-115.865945995,45.42165567719999
"EC0669",0,-115.873326213,45.42232562
"EC0670",3,-115.866565897,45.41371571769999
"EC0671",3,-115.863425719,45.4075957751
"EC0672",3,-115.866945847,45.4095657385
"EC0673",0,-115.854725461,45.40672584289999
"EC0674",0,-115.859685555,45.4035458251
"EC0675",3,-115.868605796,45.4028857644
"EC0676",0,-115.862725627,45.4026258084
"EC0677",3,-115.847905178,45.4004659278
"EC0678",0,-115.802223969,45.40592622649999
"EC0679",3,-115.813354203,45.4004461774
"EC0680",3,-115.818624325,45.3986161498
"EC0681",3,-115.863235502,45.3930858591
"EC0682",0,-115.854125307,45.3973259007
"EC0683",3,-115.826884344,45.3838761743
"EC0684",3,-115.821264128,45.3799462373
"EC0685",0,-115.789723265,45.3817264546
"EC0686",0,-115.833024244,45.36512623759999
"EC0687",0,-115.776622695,45.36792662809999
"EC0688",3,-115.785422835,45.3604866076
"EC0689",0,-115.788022847,45.3562266134
"EC0690",0,-115.796422923,45.34512661709999
"EC0691",0,-115.801423023,45.3423265974
"EC0692",0,-115.771421985,45.3290268907
"EC0693",3,-115.808873094,45.33270659959999
"EC0694",0,-115.838023909,45.3323263916
"EC0695",0,-115.830823682,45.3306264535
"EC0696",0,-115.808023024,45.32952662429999
"EC0697",3,-115.79673265,45.3257167278
"EC0698",0,-115.813323125,45.32622660529999
"EC0699",0,-115.884725418,45.3456259771
"EC0700",3,-115.910486055,45.3395958259
"EC0701",0,-115.918026157,45.3320258155
"EC0702",0,-115.890025362,45.33152602089999
"EC0703",0,-115.94442682,45.3265256566
"EC0704",0,-115.936426364,45.31062580779999
"EC0705",3,-115.892964836,45.28954624639999
"EC0706",0,-115.911625099,45.2715262187
"EC0707",0,-115.905224786,45.2623263198
"EC0708",3,-115.834152968,45.274826758
"EC0709",0,-115.829122734,45.26842683229999
"EC0710",3,-115.835752853,45.2637868122
"EC0711",0,-115.832522653,45.2562268806
"EC0712",0,-115.820222267,45.2534269859
"EC0713",3,-115.814801988,45.24465707749999
"EC0714",0,-115.812721824,45.2373271365
"EC0715",0,-115.757520323,45.24092751169999
"EC0716",0,-115.891924183,45.2465265105
"EC0717",3,-115.879433993,45.25760653419999
"EC0718",3,-115.879433663,45.23482667099999
"EC0719",3,-115.886933826,45.231496637
"EC0720",3,-115.88165369,45.23232667009999
"EC0721",3,-115.881933625,45.2273266983
"EC0722",3,-115.881653577,45.2245467171
"EC0723",0,-115.980226196,45.2142260678
"EC0724",0,-115.915224208,45.2029266063
"EC0725",0,-115.866622834,45.20232696039999
"EC0726",0,-115.887223192,45.1870269054
"EC0727",0,-115.998926006,45.1648262356
"EC0728",0,-115.908322407,45.0912273497
"EC0729",0,-115.717520649,45.3417272045
"EC0730",0,-115.74942151,45.3390269909
"EC0731",0,-115.747721356,45.3317270455
"EC0732",0,-115.747721281,45.32652707579999
"EC0733",0,-115.726420625,45.3226272516
"EC0734",3,-115.665958872,45.3193377048
"EC0735",0,-115.671418977,45.31592768549999
"EC0736",0,-115.710820113,45.31762739289999
"EC0737",0,-115.716620191,45.3117273857
"EC0738",0,-115.693919515,45.3092275633
"EC0739",0,-115.712519996,45.3062274474
"EC0740",0,-115.715820006,45.3004274578
"EC0741",0,-115.697719491,45.3001275894
"EC0742",0,-115.722520053,45.29062746739999
"EC0743",3,-115.618326941,45.27839828619999
"EC0744",0,-115.642717266,45.25312826179999
"EC0745",0,-115.645517289,45.249228265
"EC0746",0,-115.646417271,45.2462282765
"EC0747",0,-115.636916983,45.2448283528
"EC0748",0,-115.632516624,45.22842848259999
"EC0749",3,-115.61688616,45.2267686043
"EC0750",0,-115.611615996,45.2256286488
"EC0751",0,-115.605215708,45.2181287397
"EC0752",0,-115.5564145,45.2298290176
"EC0753",0,-115.543914072,45.2245291386
"EC0754",0,-115.549414053,45.2123291728
"EC0755",0,-115.610815707,45.20702876679999
"EC0756",0,-115.601415335,45.1995288794
"EC0757",0,-115.66611717,45.2004284115
"EC0758",0,-115.678017444,45.19622835179999
"EC0759",0,-115.653616726,45.19402853979999
"EC0760",0,-115.571614259,45.1829291929
"EC0761",0,-115.577214357,45.17872917859999
"EC0762",0,-115.578914218,45.1656292466
"EC0763",0,-115.604114322,45.12312932939999
"EC0764",3,-115.626924466,45.08815938559999
"EC0765",0,-115.721616177,45.02152913379999
"EC0766",0,-115.218909785,45.5676295122
"EC0767",0,-115.196609119,45.5654296819
"EC0768",0,-115.228309949,45.5604294837
"EC0769",0,-115.258610506,45.53922938149999
"EC0770",0,-115.265510674,45.5373293427
"EC0771",0,-115.276410936,45.534029283
"EC0772",0,-115.281411043,45.53152926089999
"EC0773",0,-115.295811495,45.5345291425
"EC0774",0,-115.305211667,45.5279291112
"EC0775",0,-115.311111805,45.52592908
"EC0776",0,-115.316111907,45.52312905949999
"EC0777",0,-115.331112106,45.5073290382
"EC0778",0,-115.338012002,45.4865291022
"EC0779",0,-115.352212345,45.4823290241
"EC0780",0,-115.35691235,45.4734290395
"EC0781",0,-115.389113272,45.474028807
"EC0782",0,-115.396113421,45.4706287759
"EC0783",3,-115.500016222,45.46070808939999
"EC0784",0,-115.498316149,45.4590281108
"EC0785",0,-115.511416487,45.4567280299
"EC0786",0,-115.439114332,45.4492285876
"EC0787",0,-115.455514757,45.4465284856
"EC0788",0,-115.445814362,45.4381286015
"EC0789",3,-115.461644595,45.42315857219999
"EC0790",3,-115.468034676,45.4162185656
"EC0791",0,-115.478314902,45.41172851749999
"EC0792",0,-115.470514665,45.4106285793
"EC0793",0,-115.477214799,45.4067285535
"EC0794",0,-115.48111481,45.3998285646
"EC0795",0,-115.504715314,45.3884284607
"EC0796",3,-115.51220535,45.3762184767
"EC0797",3,-115.514145321,45.3703884961
"EC0798",3,-115.516645288,45.3631585196
"EC0799",3,-115.520575364,45.3607585053
"EC0800",3,-115.520815278,45.3542685408
"EC0801",3,-115.518595155,45.35010858059999
"EC0802",0,-115.356111447,45.4120293858
"EC0803",0,-115.402712504,45.3937291575
"EC0804",0,-115.34661063,45.37372966949999
"EC0805",0,-115.40411169,45.3340294886
"EC0806",0,-115.395010849,45.2931297909
"EC0807",0,-115.48001283,45.2637293598
"EC0808",0,-115.151106458,45.46983051749999
"EC0809",0,-115.184406382,45.3981306798
"EC0810",0,-115.194406643,45.3965306182
"EC0811",0,-115.203906848,45.3920305764
"EC0812",0,-115.19360621,45.3676307871
"EC0813",0,-115.189705791,45.34593093829999
"EC0814",0,-115.21640637,45.3334308216
"EC0815",0,-115.185805421,45.3276310709
"EC0816",0,-115.186605369,45.3223310958
"EC0817",0,-115.031400748,45.3065322783
"EC0818",0,-115.120803339,45.3106316268
"EC0819",0,-115.218306022,45.3051309717
"EC0820",0,-115.227206022,45.2873310126
"EC0821",0,-115.318008444,45.2770304312
"EC0822",0,-115.273007196,45.2787307395
"EC0823",0,-115.182704758,45.28703132819999
"EC0824",0,-115.189104677,45.268431392
"EC0825",0,-115.200204144,45.2084316702
"EC0826",3,-115.077060529,45.198972592
"EC0827",3,-115.070770346,45.1985826385
"EC0828",3,-115.090060878,45.1976325089
"EC0829",0,-115.074400334,45.190432662
"EC0830",0,-115.092500858,45.1912325303
"EC0831",0,-115.082200492,45.1859326345
"EC0832",0,-115.077700325,45.18313268289999
"EC0833",0,-115.089100602,45.17983262289999
"EC0834",0,-115.086900478,45.175432665
"EC0835",0,-115.064399822,45.1740328311
"EC0836",0,-115.100800858,45.17453257299999
"EC0837",0,-115.09830073,45.17043261529999
"EC0838",0,-115.107500865,45.1615326049
"EC0839",0,-115.085000236,45.1620327596
"EC0840",0,-115.074999919,45.1595328448
"EC0841",0,-115.080800043,45.15673282119999
"EC0842",0,-115.088300185,45.1517327992
"EC0843",0,-115.096600374,45.1484327611
"EC0844",0,-115.023598443,45.1579332142
"EC0845",0,-114.963596749,45.15813363199999
"EC0846",0,-115.064399492,45.1504329745
"EC0847",0,-115.067999515,45.1448329835
"EC0848",0,-115.059999263,45.14293305109999
"EC0849",0,-115.051398992,45.1409331235
"EC0850",0,-115.038298606,45.1398332218
"EC0851",0,-115.033898451,45.1376332661
"EC0852",0,-115.023298136,45.13653334689999
"EC0853",0,-114.996397387,45.1373335299
"EC0854",0,-115.003597536,45.13343350349999
"EC0855",0,-114.956596183,45.1317338418
"EC0856",0,-114.937495608,45.12923399029999
"EC0857",0,-115.16330271,45.1806320973
"EC0858",0,-115.168602833,45.17873207149999
"EC0859",0,-115.132701807,45.17793232859999
"EC0860",0,-115.137501915,45.175932307
"EC0861",0,-115.14360208,45.17543226719999
"EC0862",0,-115.165002685,45.1754321168
"EC0863",0,-115.137501829,45.1698323439
"EC0864",0,-115.131101528,45.1612324411
"EC0865",0,-115.162202305,45.1540322667
"EC0866",0,-115.148601874,45.1506323829
"EC0867",0,-115.192702948,45.1384321478
"EC0868",0,-115.191403363,45.1706319603
"EC0869",0,-115.203603708,45.1706318745
"EC0870",0,-115.215004133,45.1779317499
"EC0871",3,-115.198583652,45.1767718725
"EC0872",0,-115.228904407,45.169531703
"EC0873",0,-115.219104091,45.1667317891
"EC0874",0,-115.218604023,45.1629318157
"EC0875",0,-115.243604835,45.17043159399999
"EC0876",0,-115.244704743,45.1617316392
"EC0877",0,-115.30550669,45.1781311105
"EC0878",0,-115.303906583,45.1737311485
"EC0879",0,-115.29860641,45.1720311963
"EC0880",0,-115.308906673,45.17013113509999
"EC0881",0,-115.282705758,45.1576313963
"EC0882",3,-115.314696683,45.1592711605
"EC0883",0,-115.351108041,45.1826307608
"EC0884",0,-115.35890821,45.1790307275
"EC0885",0,-115.349407902,45.17623081169999
"EC0886",0,-115.37110853,45.17733065149999
"EC0887",0,-115.44391052,45.1729301623
"EC0888",0,-115.431410119,45.1695302717
"EC0889",0,-115.405209476,45.1762304166
"EC0890",3,-115.363548223,45.1707007453
"EC0891",0,-115.318606511,45.1392312558
"EC0892",3,-115.319696515,45.1373312598
"EC0893",0,-115.315806386,45.13593129589999
"EC0894",0,-115.325506632,45.1340312391
"EC0895",0,-115.318906431,45.1329312925
"EC0896",0,-115.309105829,45.1098315046
"EC0897",3,-115.33019633,45.103201397
"EC0898",0,-115.244403665,45.08563211129999
"EC0899",0,-115.27500449,45.0829319127
"EC0900",0,-115.277504497,45.07843192329999
"EC0901",0,-115.31190533,45.06873174179999
"EC0902",0,-115.309705003,45.0498318766
"EC0903",0,-115.298304658,45.04813196769999
"EC0904",0,-115.280203943,45.03343218849999
"EC0905",0,-115.276603834,45.032932217
"EC0906",0,-115.22440229,45.02763261779999
"EC0907",3,-115.405038393,45.10000088779999
"EC0908",0,-115.391407996,45.0990309904
"EC0909",0,-115.419108756,45.09763080299999
"EC0910",0,-115.40580835,45.0954309109
"EC0911",3,-115.467749677,45.06594065749999
"EC0912",3,-115.45580848,45.0048311319
"EC0913",0,-115.344706672,45.0984313242
"EC0914",0,-115.34500657,45.0906313708
"EC0915",0,-115.345806449,45.0804314291
"EC0916",0,-115.343306331,45.0770314681
"EC0917",0,-115.347206274,45.0651315154
"EC0918",0,-115.358906505,45.058131477
"EC0919",0,-115.380007032,45.0534313577
