"IndexedObjectId","MinGX","MinGY","MaxGX","MaxGY"
2569,262703304,1272711669,262703304,1272711669
2570,262764966,1272668159,262764966,1272668159
2571,262739669,1272638597,262739669,1272638597
2572,262481562,1272610765,262481562,1272610765
2573,262670855,1272487485,262670855,1272487485
2574,262658484,1272423158,262658484,1272423158
2575,262629234,1272436925,262629234,1272436925
2576,262816351,1272572234,262816351,1272572234
2577,262832912,1272592197,262832912,1272592197
2578,262821885,1272554948,262821885,1272554948
2579,262813189,1272548814,262813189,1272548814
2580,262803308,1272530415,262803308,1272530415
2581,262871925,1272584614,262871925,1272584614
2582,262917301,1272595656,262917301,1272595656
3014,265359516,1268798089,265359516,1268798089
3015,263401556,1270783184,263401556,1270783184
3016,263230714,1271822386,263230714,1271822386
3017,263210397,1271843137,263210397,1271843137
3018,263263481,1271798965,263263481,1271798965
3019,263277395,1271789286,263277395,1271789286
3020,263283126,1271783335,263283126,1271783335
3021,263292257,1271780776,263292257,1271780776
3022,263313680,1271774268,263313680,1271774268
3023,263324708,1271769095,263324708,1271769095
3024,263331783,1271772599,263331783,1271772599
3025,263311111,1271755523,263311111,1271755523
3026,263746824,1270297616,263746824,1270297616
3027,263747259,1270298668,263747259,1270298668
3028,263749354,1270303817,263749354,1270303817
3029,263686981,1270327406,263686981,1270327406
3030,263693186,1270350055,263693186,1270350055
3031,263680973,1270335546,263680973,1270335546
3032,263615992,1270241087,263615992,1270241087
3033,265645930,1268161868,265645930,1268161868
3034,263768957,1272115905,263768957,1272115905
3035,263602156,1270442218,263602156,1270442218
3036,265630474,1268291819,265630474,1268291819
3037,265750636,1268175731,265750636,1268175731
3038,263721171,1270352049,263721171,1270352049
3039,255256943,1278208518,255256943,1278208518
3040,255254770,1278137577,255254770,1278137577
3041,255287696,1278126569,255287696,1278126569
3042,255276629,1278096667,255276629,1278096667
3043,255324851,1278093263,255324851,1278093263
3044,255248169,1278099730,255248169,1278099730
3045,255270146,1278080837,255270146,1278080837
3046,255242201,1278084014,255242201,1278084014
3047,255252557,1278077716,255252557,1278077716
3048,255279000,1278062058,255279000,1278062058
3049,255293230,1278062058,255293230,1278062058
3050,255282202,1278042996,255282202,1278042996
3051,255309001,1278045039,255309001,1278045039
3052,255297578,1278060356,255297578,1278060356
3053,255287223,1278010663,255287223,1278010663
3054,255215679,1278055136,255215679,1278055136
3055,254995596,1278088720,254995596,1278088720
3056,255068800,1277988766,255068800,1277988766
3057,254974766,1277989446,254974766,1277989446
3058,254954884,1277984908,254954884,1277984908
3059,255091725,1277981279,255091725,1277981279
3060,255143861,1277972092,255143861,1277972092
3061,255078050,1277914756,255078050,1277914756
3062,255105441,1277920144,255105441,1277920144
3063,255056983,1277850912,255056983,1277850912
3064,255073623,1277847850,255073623,1277847850
3065,255012200,1277814799,255012200,1277814799
3066,254964768,1277803461,254964768,1277803461
3067,255016074,1277771492,255016074,1277771492
3068,255006666,1277756415,255006666,1277756415
3069,255009150,1278384346,255009150,1278384346
3070,255178999,1278008166,255178999,1278008166
3071,255180185,1277992851,255180185,1277992851
3072,255265563,1277961090,255265563,1277961090
3073,255287697,1277962792,255287697,1277962792
3074,255309318,1277964437,255309318,1277964437
3075,255307460,1277978446,255307460,1277978446
3076,255219712,1277942375,255219712,1277942375
3077,255290386,1277922073,255290386,1277922073
3078,255219633,1277916969,255219633,1277916969
3079,255460072,1277940619,255460072,1277940619
3080,255375526,1277902794,255375526,1277902794
3081,255382127,1277891794,255382127,1277891794
3082,255366751,1277874330,255366751,1277874330
3083,255306276,1277880567,255306276,1277880567
3084,255282165,1277869794,255282165,1277869794
3085,255295366,1277865031,255295366,1277865031
3086,255316237,1277824042,255316237,1277824042
3087,255323944,1277824042,255323944,1277824042
3088,255516160,1277976973,255516160,1277976973
3089,255460034,1277871780,255460034,1277871780
3090,255489165,1277822343,255489165,1277822343
3091,255512091,1277785327,255512091,1277785327
3092,255494027,1277780226,255494027,1277780226
3093,255509443,1277770590,255509443,1277770590
3094,255428413,1277787594,255428413,1277787594
3095,255377227,1277769569,255377227,1277769569
3096,255365329,1277747691,255365329,1277747691
3097,255382128,1277746898,255382128,1277746898
3098,255458374,1277769003,255458374,1277769003
3099,254727729,1277715437,254727729,1277715437
3100,254902594,1277721106,254902594,1277721106
3101,254872672,1277709149,254872672,1277709149
3102,254913226,1277705012,254913226,1277705012
3103,254931962,1277669710,254931962,1277669710
3104,254876507,1277661664,254876507,1277661664
3105,254993980,1277650163,254993980,1277650163
3106,254973861,1277592660,254973861,1277592660
3107,254813384,1277596057,254813384,1277596057
2647,263783584,1270275247,263783584,1270275247
2648,263712436,1270264727,263712436,1270264727
2649,263687851,1270245572,263687851,1270245572
2650,263684807,1270272921,263684807,1270272921
2651,263618877,1270310461,263618877,1270310461
2652,263636546,1270250886,263636546,1270250886
2653,263610418,1270304370,263610418,1270304370
2654,263630222,1270230956,263630222,1270230956
2655,263661922,1270243246,263661922,1270243246
2656,263709789,1270213464,263709789,1270213464
2657,263781569,1270192762,263781569,1270192762
2658,263806905,1270197191,263806905,1270197191
2659,263813230,1270181692,263813230,1270181692
2660,263789790,1270188390,263789790,1270188390
2661,263796708,1270189386,263796708,1270189386
2662,263806906,1270138522,263806906,1270138522
2663,263733386,1270172282,263733386,1270172282
2664,263721608,1270165972,263721608,1270165972
2665,263743268,1270158445,263743268,1270158445
2666,263733387,1270129113,263733387,1270129113
2667,263737735,1270108084,263737735,1270108084
2668,263836552,1270029515,263836552,1270029515
2669,263817500,1270023762,263817500,1270023762
2670,263761966,1269948199,263761966,1269948199
2671,263817896,1269962082,263817896,1269962082
2672,263872522,1269897318,263872522,1269897318
2673,263762599,1269924416,263762599,1269924416
2674,263703744,1269854184,263703744,1269854184
2675,263765011,1269822116,263765011,1269822116
2676,263675167,1269789220,263675167,1269789220
2677,263540106,1269780650,263540106,1269780650
3750,253445363,1274788425,253445363,1274788425
3751,253445364,1274660541,253445364,1274660541
3752,253415720,1274641851,253415720,1274641851
3753,253436590,1274646509,253436590,1274646509
